"","Mapa","Cve_Ent","Nom_Ent","Nom_Abr","Cve_Mun","Nom_Mun","Cve_Loc","Nom_Loc","Ámbito","Latitud","Longitud","Lat_Decimal","Lon_Decimal","Altitud","Cve_Carta","Pob_Total","Pob_Masculina","Pob_Femenina","Total De Viviendas Habitadas"
"404","100050844","10","Durango","Dgo.","005","Durango","0844","Rancho los Ángeles","R","24°09´57.328""N","104°31´52.126""W",24.165924,-104.531146,1861,"G13D82","2","*","*","1"
"405","100050845","10","Durango","Dgo.","005","Durango","0845","Santa Rita","R","24°09´09.205""N","104°29´43.848""W",24.152557,-104.495513,1856,"G13D82","3","*","*","1"
"406","100050847","10","Durango","Dgo.","005","Durango","0847","Rancho Triple R","R","24°09´19.127""N","104°30´46.854""W",24.155313,-104.513015,1858,"G13D82","0","0","0","0"
"407","100050849","10","Durango","Dgo.","005","Durango","0849","Nativitas","R","24°09´39.907""N","104°31´30.968""W",24.161085,-104.525269,1859,"G13D82","0","0","0","0"
"408","100050850","10","Durango","Dgo.","005","Durango","0850","Roberto Quiñones","R","24°11´18.826""N","104°35´07.593""W",24.188563,-104.585443,1873,"G13D82","3","*","*","1"
"409","100050851","10","Durango","Dgo.","005","Durango","0851","El Sauz","R","24°11´16.766""N","104°34´19.444""W",24.187991,-104.572068,1868,"G13D82","0","0","0","0"
"410","100050852","10","Durango","Dgo.","005","Durango","0852","El Cinco (Jorge Gutiérrez)","R","24°11´00.853""N","104°35´40.912""W",24.18357,-104.594698,1869,"G13D82","0","0","0","0"
"411","100050853","10","Durango","Dgo.","005","Durango","0853","Las Lomas","R","24°10´55.757""N","104°34´37.271""W",24.182155,-104.57702,1869,"G13D82","0","0","0","0"
"412","100050854","10","Durango","Dgo.","005","Durango","0854","Rancho el Canelo","R","24°10´25.145""N","104°34´38.660""W",24.173651,-104.577406,1869,"G13D82","0","0","0","0"
"413","100050855","10","Durango","Dgo.","005","Durango","0855","José Covarrubias","R","24°09´50.673""N","104°36´17.793""W",24.164076,-104.604943,1865,"G13D82","0","0","0","0"
"414","100050860","10","Durango","Dgo.","005","Durango","0860","La Flor","R","24°09´36.516""N","104°34´25.006""W",24.160143,-104.573613,1865,"G13D82","12","7","5","4"
"415","100050862","10","Durango","Dgo.","005","Durango","0862","Los Arcos del Vergel [Rancho]","R","23°53´45.438""N","104°29´10.277""W",23.895955,-104.486188,1885,"F13B12","4","*","*","1"
"416","100050864","10","Durango","Dgo.","005","Durango","0864","Los Rosales","R","23°54´00.039""N","104°27´45.582""W",23.900011,-104.462662,1884,"F13B12","5","*","*","1"
"417","100050865","10","Durango","Dgo.","005","Durango","0865","San Jorge (Rancho Palacios)","R","23°53´40.733""N","104°28´03.894""W",23.894648,-104.467748,1887,"F13B12","3","*","*","1"
"418","100050866","10","Durango","Dgo.","005","Durango","0866","Macondo","R","23°53´11.603""N","104°27´56.867""W",23.886556,-104.465796,1889,"F13B12","2","*","*","1"
"419","100050867","10","Durango","Dgo.","005","Durango","0867","San Miguel (Rancho Saracho)","R","23°55´18.394""N","104°31´22.041""W",23.921776,-104.522789,1881,"F13B12","0","0","0","0"
"420","100050868","10","Durango","Dgo.","005","Durango","0868","Predio Calderón (La Minervilla)","R","23°56´52.219""N","104°29´12.790""W",23.947839,-104.486886,1871,"F13B12","0","0","0","0"
"421","100050869","10","Durango","Dgo.","005","Durango","0869","Vázquez (El Alazán) [Rancho]","R","23°57´13.949""N","104°29´31.394""W",23.953875,-104.492054,1871,"F13B12","0","0","0","0"
"422","100050870","10","Durango","Dgo.","005","Durango","0870","Luna (Carreño) [Rancho]","R","23°56´39.768""N","104°28´39.077""W",23.94438,-104.477521,1870,"F13B12","0","0","0","0"
"423","100050871","10","Durango","Dgo.","005","Durango","0871","Filiberto García [Rancho]","R","23°57´04.232""N","104°28´35.151""W",23.951176,-104.476431,1870,"F13B12","1","*","*","1"
"424","100050872","10","Durango","Dgo.","005","Durango","0872","Los Membrillos [Rancho]","R","23°56´15.357""N","104°28´10.666""W",23.937599,-104.469629,1869,"F13B12","2","*","*","1"
"425","100050873","10","Durango","Dgo.","005","Durango","0873","El Ranchito de Estrada","R","23°57´28.136""N","104°28´11.850""W",23.957816,-104.469958,1870,"F13B12","0","0","0","0"
"426","100050874","10","Durango","Dgo.","005","Durango","0874","El Chorrito (Los Portales)","R","23°52´58.908""N","104°33´59.564""W",23.88303,-104.566546,1912,"F13B12","3","*","*","1"
"427","100050876","10","Durango","Dgo.","005","Durango","0876","Laura [Granja]","R","23°58´56.646""N","104°35´51.611""W",23.982402,-104.59767,1872,"F13B12","0","0","0","0"
"428","100050877","10","Durango","Dgo.","005","Durango","0877","Nicho Ecológico Cedros","R","23°59´03.334""N","104°35´53.487""W",23.984259,-104.598191,1871,"F13B12","0","0","0","0"
"429","100050878","10","Durango","Dgo.","005","Durango","0878","Jovana [Granja]","R","23°59´03.139""N","104°36´23.553""W",23.984205,-104.606543,1874,"F13B12","7","*","*","2"
"430","100050879","10","Durango","Dgo.","005","Durango","0879","Martínez [Granja]","R","23°59´07.416""N","104°36´39.671""W",23.985393,-104.61102,1871,"F13B12","10","4","6","3"
"431","100050880","10","Durango","Dgo.","005","Durango","0880","Rancho el Escalón","R","23°59´22.686""N","104°45´48.075""W",23.989635,-104.763354,2160,"F13B11","7","6","1","5"
"432","100050881","10","Durango","Dgo.","005","Durango","0881","José Alberto Natera de la Peña","R","23°59´12.587""N","104°35´46.038""W",23.98683,-104.596122,1871,"F13B12","4","*","*","1"
"433","100050882","10","Durango","Dgo.","005","Durango","0882","Santorini [Granja]","R","23°59´34.879""N","104°38´03.600""W",23.993022,-104.634333,1876,"F13B12","0","0","0","0"
"434","100050883","10","Durango","Dgo.","005","Durango","0883","El Lago","R","23°59´57.964""N","104°37´45.703""W",23.999434,-104.629362,1876,"F13B12","0","0","0","0"
"435","100050894","10","Durango","Dgo.","005","Durango","0894","Rancho Huichapa","R","24°03´23.109""N","104°34´40.661""W",24.056419,-104.577961,1862,"G13D82","1","*","*","1"
"436","100050895","10","Durango","Dgo.","005","Durango","0895","Los Muñoz","R","24°03´10.199""N","104°34´51.772""W",24.052833,-104.581048,1864,"G13D82","2","*","*","1"
"437","100050896","10","Durango","Dgo.","005","Durango","0896","La Moneda","R","24°03´39.244""N","104°34´08.622""W",24.060901,-104.569062,1859,"G13D82","0","0","0","0"
"438","100050898","10","Durango","Dgo.","005","Durango","0898","Cristina [Granja]","R","24°03´39.076""N","104°33´48.506""W",24.060854,-104.563474,1858,"G13D82","0","0","0","0"
"439","100050901","10","Durango","Dgo.","005","Durango","0901","Betania [Granja]","R","24°01´48.875""N","104°33´50.033""W",24.030243,-104.563898,1863,"G13D82","12","7","5","3"
"440","100050902","10","Durango","Dgo.","005","Durango","0902","Rancho la Cruz","R","24°01´58.378""N","104°33´36.786""W",24.032883,-104.560218,1862,"G13D82","0","0","0","0"
"441","100050903","10","Durango","Dgo.","005","Durango","0903","Rancho Dalila","R","24°01´20.918""N","104°33´54.794""W",24.022477,-104.565221,1862,"G13D82","0","0","0","0"
"442","100050904","10","Durango","Dgo.","005","Durango","0904","Rancho el Doce","R","24°01´11.048""N","104°33´54.670""W",24.019736,-104.565186,1867,"G13D82","0","0","0","0"
"443","100050905","10","Durango","Dgo.","005","Durango","0905","El Capiro [Granja]","R","23°59´56.970""N","104°33´50.469""W",23.999158,-104.564019,1870,"F13B12","3","*","*","1"
"444","100050906","10","Durango","Dgo.","005","Durango","0906","Rancho las Praderas","R","24°00´25.683""N","104°32´33.450""W",24.007134,-104.542625,1866,"G13D82","0","0","0","0"
"445","100050907","10","Durango","Dgo.","005","Durango","0907","Rancho el Dorado","R","24°00´56.834""N","104°33´10.994""W",24.015787,-104.553054,1870,"G13D82","0","0","0","0"
"446","100050908","10","Durango","Dgo.","005","Durango","0908","Rancho las Águilas","R","24°00´25.582""N","104°33´15.590""W",24.007106,-104.554331,1869,"G13D82","9","*","*","1"
"447","100050910","10","Durango","Dgo.","005","Durango","0910","Agua Linda","R","24°00´18.805""N","104°34´04.683""W",24.005224,-104.567968,1868,"G13D82","3","*","*","1"
"448","100050911","10","Durango","Dgo.","005","Durango","0911","Rancho el Paraíso","R","24°00´23.310""N","104°34´29.200""W",24.006475,-104.574778,1869,"G13D82","2","*","*","1"
"449","100050925","10","Durango","Dgo.","005","Durango","0925","El Pilón Dos","R","24°10´52.862""N","104°41´07.827""W",24.181351,-104.685508,1914,"G13D81","0","0","0","0"
"450","100050926","10","Durango","Dgo.","005","Durango","0926","Las Praderas","R","24°11´07.270""N","104°43´21.460""W",24.185353,-104.722628,1906,"G13D81","0","0","0","0"
"451","100050927","10","Durango","Dgo.","005","Durango","0927","Santa Cruz de Batres","R","24°12´01.689""N","104°43´04.501""W",24.200469,-104.717917,1909,"G13D81","6","*","*","1"
"452","100050928","10","Durango","Dgo.","005","Durango","0928","La Maroma","R","24°14´07.982""N","104°43´13.846""W",24.235551,-104.720513,1902,"G13D81","0","0","0","0"
"453","100050929","10","Durango","Dgo.","005","Durango","0929","Rancho Corral de Piedra (Postes Negros)","R","24°17´28.457""N","104°44´05.473""W",24.291238,-104.734854,1907,"G13D71","2","*","*","1"
"454","100050930","10","Durango","Dgo.","005","Durango","0930","La Esperanza","R","24°13´52.515""N","104°42´38.588""W",24.231254,-104.710719,1899,"G13D81","0","0","0","0"
"455","100050932","10","Durango","Dgo.","005","Durango","0932","Rancho María Esther","R","24°08´05.713""N","104°33´19.614""W",24.13492,-104.555448,1858,"G13D82","1","*","*","1"
"456","100050936","10","Durango","Dgo.","005","Durango","0936","María Dolores","R","24°07´38.297""N","104°34´56.324""W",24.127305,-104.582312,1863,"G13D82","2","*","*","1"
"457","100050937","10","Durango","Dgo.","005","Durango","0937","El Refugio (El Cazador) [Granja]","R","23°55´41.348""N","104°55´39.493""W",23.928152,-104.927637,2374,"F13B11","0","0","0","0"
"458","100050938","10","Durango","Dgo.","005","Durango","0938","Pinos y Mimbres","R","23°55´43.227""N","104°55´27.099""W",23.928674,-104.924194,2368,"F13B11","0","0","0","0"
"459","100050939","10","Durango","Dgo.","005","Durango","0939","Bellavista (Las Ampollas)","R","23°53´34.390""N","104°56´11.399""W",23.892886,-104.9365,2263,"F13B11","0","0","0","0"
"460","100050940","10","Durango","Dgo.","005","Durango","0940","Santa Rosa","R","23°56´27.647""N","104°55´08.267""W",23.941013,-104.918963,2314,"F13B11","0","0","0","0"
"461","100050941","10","Durango","Dgo.","005","Durango","0941","El Borracho","R","23°52´28.010""N","104°55´52.588""W",23.874447,-104.931274,2250,"F13B11","2","*","*","1"
"462","100050944","10","Durango","Dgo.","005","Durango","0944","Rancho Santa Anita","R","23°48´04.605""N","104°25´58.961""W",23.801279,-104.433045,1968,"F13B12","0","0","0","0"
"463","100050945","10","Durango","Dgo.","005","Durango","0945","El Potrerito","R","23°46´37.339""N","104°29´08.237""W",23.777039,-104.485621,2007,"F13B12","0","0","0","0"
"464","100050950","10","Durango","Dgo.","005","Durango","0950","Rancho el Giro","R","24°09´53.606""N","104°32´35.770""W",24.164891,-104.543269,1861,"G13D82","0","0","0","0"
"465","100050951","10","Durango","Dgo.","005","Durango","0951","La Luz [Granja]","R","24°09´41.262""N","104°32´24.081""W",24.161462,-104.540023,1861,"G13D82","4","*","*","1"
"466","100050952","10","Durango","Dgo.","005","Durango","0952","Rancho Santa Lucía","R","24°08´16.092""N","104°32´01.216""W",24.137803,-104.533671,1864,"G13D82","5","*","*","1"
"467","100050953","10","Durango","Dgo.","005","Durango","0953","Rancho Dos Hermanos","R","24°08´59.157""N","104°32´44.137""W",24.149766,-104.545594,1858,"G13D82","28","13","15","6"
"468","100050955","10","Durango","Dgo.","005","Durango","0955","Rancho Laguna Colorada de los Valenzuela","R","24°09´24.362""N","105°07´16.998""W",24.156767,-105.121388,2421,"G13C89","4","3","1","3"
"469","100050956","10","Durango","Dgo.","005","Durango","0956","El Mezteño","R","23°45´08.842""N","105°03´13.237""W",23.752456,-105.053677,2523,"F13A19","4","*","*","1"
"470","100050958","10","Durango","Dgo.","005","Durango","0958","Santa María [Granja]","R","23°59´33.717""N","104°34´55.225""W",23.992699,-104.582007,1870,"F13B12","0","0","0","0"
"471","100050959","10","Durango","Dgo.","005","Durango","0959","Huerta Pomona","R","23°59´40.476""N","104°34´10.140""W",23.994577,-104.569483,1870,"F13B12","3","*","*","1"
"472","100050960","10","Durango","Dgo.","005","Durango","0960","Rancho la Presa de Navacoyán","R","24°01´52.854""N","104°33´42.689""W",24.031348,-104.561858,1863,"G13D82","0","0","0","0"
"473","100050966","10","Durango","Dgo.","005","Durango","0966","El Tepetate (Los Cano)","R","24°04´02.380""N","104°33´48.624""W",24.067328,-104.563507,1859,"G13D82","-","-","-","-"
"474","100050971","10","Durango","Dgo.","005","Durango","0971","Rancho el Fresno","R","24°10´23.130""N","104°36´24.284""W",24.173092,-104.606746,1871,"G13D82","4","*","*","1"
"475","100050973","10","Durango","Dgo.","005","Durango","0973","El Dorado","R","23°53´41.346""N","105°24´02.190""W",23.894818,-105.400608,2255,"F13A18","0","0","0","0"
"476","100050974","10","Durango","Dgo.","005","Durango","0974","Ex-Hacienda de San Agustín (Familia Torres)","R","23°58´30.377""N","104°36´58.679""W",23.975105,-104.6163,1873,"F13B12","6","*","*","1"
"477","100050978","10","Durango","Dgo.","005","Durango","0978","El Crucero de la Casita","R","23°45´12.072""N","104°45´24.743""W",23.753353,-104.756873,2396,"F13B11","0","0","0","0"
"478","100050981","10","Durango","Dgo.","005","Durango","0981","Molinillos","R","23°38´23.075""N","105°03´12.485""W",23.639743,-105.053468,2438,"F13A29","0","0","0","0"
"479","100050982","10","Durango","Dgo.","005","Durango","0982","El Pito Real","R","23°41´16.834""N","104°54´21.983""W",23.688009,-104.906106,2458,"F13B21","1","*","*","1"
"480","100050983","10","Durango","Dgo.","005","Durango","0983","San Miguel","R","24°04´37.032""N","104°33´31.098""W",24.076953,-104.558638,1861,"G13D82","17","9","8","4"
"481","100050984","10","Durango","Dgo.","005","Durango","0984","Santa Cruz de San Javier","R","24°06´53.077""N","105°02´51.300""W",24.114744,-105.047583,2337,"G13C89","91","51","40","22"
"482","100050987","10","Durango","Dgo.","005","Durango","0987","La Fe","R","23°57´08.615""N","104°28´59.252""W",23.952393,-104.483126,1870,"F13B12","2","*","*","1"
"483","100050990","10","Durango","Dgo.","005","Durango","0990","Rancho de la Cruz","R","23°50´32.253""N","104°29´26.613""W",23.842293,-104.490726,1928,"F13B12","16","7","9","4"
"484","100050992","10","Durango","Dgo.","005","Durango","0992","Rancho de Joel","R","24°09´31.629""N","104°36´30.289""W",24.158786,-104.608414,1860,"G13D82","0","0","0","0"
"485","100050993","10","Durango","Dgo.","005","Durango","0993","El Centenario","R","24°09´29.132""N","104°36´05.635""W",24.158092,-104.601565,1857,"G13D82","0","0","0","0"
"486","100050996","10","Durango","Dgo.","005","Durango","0996","La Quesería","R","24°10´30.906""N","104°36´04.778""W",24.175252,-104.601327,1870,"G13D82","0","0","0","0"
"487","100050997","10","Durango","Dgo.","005","Durango","0997","Rancho el Milagro","R","24°09´39.886""N","104°34´17.672""W",24.161079,-104.571576,1864,"G13D82","5","*","*","1"
"488","100051000","10","Durango","Dgo.","005","Durango","1000","Rancho San Pablo","R","23°46´57.478""N","104°25´49.529""W",23.782633,-104.430425,1964,"F13B12","3","*","*","1"
"489","100051001","10","Durango","Dgo.","005","Durango","1001","La Cañada","R","23°47´58.444""N","104°28´54.549""W",23.799568,-104.481819,1979,"F13B12","0","0","0","0"
"490","100051002","10","Durango","Dgo.","005","Durango","1002","Esfuerzos Unidos (El Refugio)","R","24°04´21.579""N","105°14´30.281""W",24.072661,-105.241745,2581,"G13C89","0","0","0","0"
"491","100051004","10","Durango","Dgo.","005","Durango","1004","Santa Mónica","R","24°16´45.528""N","105°05´05.343""W",24.279313,-105.084818,2477,"G13C79","2","*","*","1"
"492","100051005","10","Durango","Dgo.","005","Durango","1005","San Joaquín","R","23°55´37.796""N","104°28´56.041""W",23.927166,-104.482234,1874,"F13B12","1","*","*","1"
"493","100051006","10","Durango","Dgo.","005","Durango","1006","Los Natera","R","23°55´46.815""N","104°28´44.496""W",23.929671,-104.479027,1873,"F13B12","4","*","*","1"
"494","100051008","10","Durango","Dgo.","005","Durango","1008","Pino Azul","R","23°53´35.993""N","104°28´12.181""W",23.893331,-104.47005,1888,"F13B12","5","*","*","2"
"495","100051012","10","Durango","Dgo.","005","Durango","1012","Los Vergeles","R","23°52´51.318""N","104°28´31.628""W",23.880922,-104.475452,1894,"F13B12","4","*","*","2"
"496","100051015","10","Durango","Dgo.","005","Durango","1015","El Nuevo Vergel","R","24°08´59.824""N","104°35´34.560""W",24.149951,-104.592933,1854,"G13D82","25","12","13","8"
"497","100051019","10","Durango","Dgo.","005","Durango","1019","El Milagro","R","24°05´43.282""N","104°36´08.681""W",24.095356,-104.602411,1881,"G13D82","0","0","0","0"
