"Alumno","Semestre","Cr. Apr.","Carga","Promedio","Carrera","localidad","latitud","longitud"
1123,6,93,17,85.1,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
1124,3,52,24,92.58,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
1125,3,56,28,89.15,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
1126,2,26,26,88.33,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
1127,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
1128,11,164,32,78.83,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1129,9,238,20,86.78,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1130,11,133,21,76.14,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1131,12,244,15,78.49,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1132,9,238,20,84.76,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1133,10,264,10,85.2,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1134,9,238,20,84.36,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1135,9,238,20,88.28,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1136,9,247,11,90,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1137,9,234,20,86,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1138,10,264,10,85.53,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1139,9,250,14,82.21,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1140,11,195,26,78.66,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1141,10,236,19,81.82,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1142,9,164,32,82.77,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1143,11,264,10,83.44,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1144,9,264,10,86.56,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1145,10,250,14,80.67,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1146,9,247,11,85,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1147,9,146,23,81.84,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1148,9,264,10,93.89,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1149,10,85,19,76.47,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1150,9,211,24,87.34,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1151,10,264,10,83.58,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1152,11,108,17,78,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1153,9,206,29,81.84,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1154,9,211,24,84.77,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1155,9,247,11,87.69,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1156,11,264,10,85.16,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1157,9,247,11,91.1,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1158,10,201,29,79.93,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1159,9,194,27,82,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1160,9,184,32,80.77,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1161,9,247,11,90.62,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1162,12,208,35,80.36,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1163,11,254,5,80.47,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1164,9,129,18,83.79,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1165,9,238,20,89.26,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1166,9,238,20,82.86,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1167,9,247,11,90.56,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1168,13,232,19,82.02,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1169,9,196,24,81.34,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1170,11,137,11,79.6,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1171,9,149,27,78.44,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1172,9,211,24,81.55,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1173,11,169,32,82.42,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1174,9,166,35,81,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1175,9,243,15,86.55,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1176,10,264,10,84.69,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1177,9,159,20,81.59,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1178,9,140,23,82.81,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1179,9,264,10,89.18,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1180,9,104,33,80.5,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1181,11,259,5,80.57,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1182,12,247,11,79.21,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1183,10,236,19,81.04,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1184,10,249,10,82.75,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1185,9,264,10,97.95,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1186,9,236,16,88.1,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1187,9,250,14,82.77,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1188,9,105,33,77.05,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1189,9,247,11,89.94,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1190,11,246,14,78.04,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1191,3,52,30,90.75,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1192,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1193,5,110,30,92.42,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1194,3,52,30,79.5,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1195,3,47,27,81.73,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1196,5,99,36,81.45,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1197,3,57,27,82.54,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1198,5,104,32,87.13,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1199,2,23,29,83.17,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1200,7,161,35,83.38,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1201,4,68,22,82.44,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1202,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1203,4,62,20,82.93,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1204,4,82,34,81.78,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1205,7,193,24,88.65,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1206,7,174,32,88,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1207,8,127,34,77.61,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1208,3,49,32,88.09,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1209,5,104,30,82.91,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1210,7,140,22,83.48,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1211,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1212,7,165,36,86.37,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1213,3,47,35,77.55,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1214,4,42,22,78.7,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1215,7,134,20,81.93,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1216,5,89,27,86.45,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1217,5,89,36,79.8,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1218,7,149,5,83.34,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1219,6,120,35,79.77,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1220,5,81,34,85.44,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1221,7,170,31,90.08,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1222,5,99,28,83.73,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1223,7,139,30,83.6,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1224,5,69,26,79.06,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1225,6,99,26,85.77,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1226,2,23,29,78.83,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1227,5,89,34,80.85,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1228,5,76,31,78.82,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1229,7,126,32,78.44,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1230,6,69,20,81.38,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1231,3,49,30,84.82,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1232,7,98,36,83.86,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1233,8,180,26,83.55,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1234,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1235,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1236,7,98,34,81.14,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1237,5,79,31,81.78,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1238,7,155,28,82.58,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1239,6,106,36,81.39,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1240,8,165,26,79.14,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1241,7,138,29,82.2,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1242,6,124,30,83.52,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1243,7,130,28,83.07,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1244,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1245,3,39,25,83.89,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1246,8,135,22,81.33,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1247,5,110,30,84.21,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1248,2,23,29,95.67,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1249,4,57,27,85,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1250,6,140,30,86.7,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1251,6,91,17,81.1,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1252,8,181,25,85.58,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1253,2,23,29,91.17,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1254,5,104,30,91.3,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1255,8,180,31,81.76,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1256,6,92,33,81.19,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1257,4,57,35,79.38,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1258,5,29,9,80.71,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1259,8,145,23,83.72,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1260,8,145,29,82.91,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1261,3,52,30,96.5,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1262,3,44,30,78.1,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1263,7,170,31,96,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1264,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1265,3,52,30,95.08,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1266,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1267,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1268,5,72,27,84.06,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1269,4,54,25,85.46,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1270,5,110,30,85,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1271,6,126,26,86.36,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1272,4,82,28,89.11,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1273,4,82,31,85.94,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1274,3,57,27,85.08,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1275,4,74,28,82.47,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1276,7,127,20,80.29,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1277,4,52,30,84.83,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1278,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1279,3,52,30,97.92,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1280,3,19,4,80.6,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1281,6,113,23,79.72,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1282,1,NA,23,0,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1283,7,118,29,80.15,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1284,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1285,3,28,23,71.33,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1286,6,132,33,81.64,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1287,6,100,27,81.64,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1288,3,15,34,74.25,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1289,2,23,29,88.33,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1290,7,132,30,86.93,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1291,2,23,29,92,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1292,7,170,31,93.67,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1293,6,92,33,84.38,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1294,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1295,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1296,8,95,28,76.81,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1297,3,52,30,87,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1298,5,110,30,93.58,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1299,1,NA,23,0,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1300,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1301,3,36,26,78,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1302,5,95,34,81.05,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1303,1,NA,23,0,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1304,7,170,31,91.78,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1305,1,NA,23,0,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1306,7,130,30,80.68,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1307,7,105,28,79.3,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1308,7,138,32,81.7,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1309,7,170,31,87.78,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1310,2,23,29,89.67,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1311,3,52,30,90.67,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1312,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1313,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1314,1,NA,23,0,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1315,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1316,7,138,32,84.27,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1317,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1318,3,18,29,91.2,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1319,7,124,34,83.15,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1320,3,52,30,92.5,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1321,7,164,32,92.66,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1322,7,164,32,92.49,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1323,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1324,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1325,1,NA,23,0,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1326,8,123,32,80,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1327,2,18,29,78.4,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1328,2,28,24,85.14,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1329,2,23,29,88.33,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1330,5,110,30,92.71,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1331,3,52,27,82.42,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1332,7,170,36,87.83,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1333,1,NA,23,0,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1334,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1335,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1336,8,98,29,78.81,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1337,8,186,24,84.36,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1338,4,77,22,80.47,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1339,3,52,30,92.5,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1340,7,156,35,83.76,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1341,3,36,26,80.11,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1342,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1343,3,18,15,75,"BIOQUIMICA","Los Caballos de Don Cruz",23.957366,-104.55193
1344,2,23,29,84.67,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1345,3,52,30,94.5,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1346,2,23,29,89.5,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1347,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1348,7,164,32,91.03,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1349,4,77,33,87.35,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1350,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1351,3,52,30,85.75,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1352,1,NA,23,0,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1353,6,140,30,89.77,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1354,7,167,34,86.4,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1355,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1356,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1357,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1358,5,105,35,85.7,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1359,4,69,30,82.81,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1360,7,170,31,90.89,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1361,5,110,30,84.5,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1362,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1363,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1364,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1365,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1366,2,23,29,90.17,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1367,5,89,31,84.7,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1368,2,23,29,80.33,"BIOQUIMICA","La Esperanza",23.921388,-105.297257
1369,3,37,25,80.56,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1370,1,NA,23,0,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1371,6,122,30,86.3,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1372,4,71,34,81.5,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1373,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1374,1,NA,23,0,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1375,2,23,29,81.83,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1376,3,47,32,81.73,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1377,3,52,30,89.17,"BIOQUIMICA","Las Curras",24.011718,-104.468644
1378,7,130,28,80.25,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1379,7,144,36,78.32,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1380,4,84,29,84.74,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1381,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1382,3,52,30,89.08,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1383,6,140,30,86.33,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1384,7,148,26,84.84,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1385,7,126,29,77.22,"BIOQUIMICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
1386,1,NA,23,0,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
1387,7,144,36,83.29,"BIOQUIMICA","Victoria de Durango",24.023988,-104.670194
1388,3,52,30,94.25,"BIOQUIMICA","La Criba (Don Toño)",24.180146,-104.548244
