Alumno,Semestre,Cr. Apr.,Carga,Promedio,Carrera
2257,9,220,15,84.74,ELECTRICA
2258,9,225,10,88.76,ELECTRICA
2259,9,198,28,78.44,ELECTRICA
2260,10,168,11,82.03,ELECTRICA
2261,12,231,14,80.15,ELECTRICA
2262,10,173,31,80.3,ELECTRICA
2263,10,216,19,83.2,ELECTRICA
2264,10,230,5,84.46,ELECTRICA
2265,11,235,10,83.68,ELECTRICA
2266,10,226,9,80.76,ELECTRICA
2267,9,174,27,82.72,ELECTRICA
2268,10,216,14,83.8,ELECTRICA
2269,11,235,10,84.3,ELECTRICA
2270,9,207,24,80.19,ELECTRICA
2271,14,220,15,80.7,ELECTRICA
2272,11,171,28,88.56,ELECTRICA
2273,12,182,29,80.29,ELECTRICA
2274,9,212,14,86.13,ELECTRICA
2275,11,235,10,81.87,ELECTRICA
2276,10,175,22,78.45,ELECTRICA
2277,11,235,10,83.4,ELECTRICA
2278,5,90,20,83.24,ELECTRICA
2279,1,,24,0,ELECTRICA
2280,7,148,31,84.55,ELECTRICA
2281,1,,24,0,ELECTRICA
2282,5,94,26,84.09,ELECTRICA
2283,1,,24,0,ELECTRICA
2284,5,102,31,89.26,ELECTRICA
2285,5,76,19,78.22,ELECTRICA
2286,5,109,27,84.88,ELECTRICA
2287,7,128,30,84.48,ELECTRICA
2288,3,63,21,83.43,ELECTRICA
2289,5,94,26,84.18,ELECTRICA
2290,5,74,30,79.94,ELECTRICA
2291,1,,24,0,ELECTRICA
2292,3,32,22,80.5,ELECTRICA
2293,1,,24,0,ELECTRICA
2294,1,,24,0,ELECTRICA
2295,1,,24,0,ELECTRICA
2296,1,,24,0,ELECTRICA
2297,5,94,33,84.77,ELECTRICA
2298,1,,24,0,ELECTRICA
2299,7,160,31,88.08,ELECTRICA
2300,1,,24,0,ELECTRICA
2301,7,155,28,87.57,ELECTRICA
2302,8,128,31,82.69,ELECTRICA
2303,7,152,31,84.59,ELECTRICA
2304,1,,24,0,ELECTRICA
2305,1,,24,0,ELECTRICA
2306,5,89,27,86.33,ELECTRICA
2307,6,106,29,83.24,ELECTRICA
2308,5,85,27,85.1,ELECTRICA
2309,5,58,20,80.79,ELECTRICA
2310,3,29,22,79.14,ELECTRICA
2311,6,74,7,78.88,ELECTRICA
2312,1,,24,0,ELECTRICA
2313,5,67,19,78.94,ELECTRICA
2314,6,78,24,79.11,ELECTRICA
2315,1,,24,0,ELECTRICA
2316,5,99,28,86.78,ELECTRICA
2317,7,79,21,79.74,ELECTRICA
2318,3,50,21,81,ELECTRICA
2319,3,28,22,77,ELECTRICA
2320,1,,24,0,ELECTRICA
2321,5,106,27,91.96,ELECTRICA
2322,1,,24,0,ELECTRICA
2323,7,92,23,80.9,ELECTRICA
2324,7,131,28,83.13,ELECTRICA
2325,7,126,33,83.14,ELECTRICA
2326,3,46,28,85.55,ELECTRICA
2327,5,84,18,83.2,ELECTRICA
2328,3,41,22,83.8,ELECTRICA
2329,5,99,28,84.43,ELECTRICA
2330,5,84,22,83.55,ELECTRICA
2331,1,,24,0,ELECTRICA
2332,7,126,33,81.14,ELECTRICA
2333,1,,24,0,ELECTRICA
2334,3,28,17,80.57,ELECTRICA
2335,3,51,28,84.17,ELECTRICA
2336,5,102,31,79.13,ELECTRICA
2337,1,,24,0,ELECTRICA
2338,1,,24,0,ELECTRICA
2339,5,71,28,84.59,ELECTRICA
2340,1,,24,0,ELECTRICA
2341,3,46,28,91.55,ELECTRICA
2342,7,110,27,82.64,ELECTRICA
2343,6,111,26,83.88,ELECTRICA
2344,5,73,31,80.94,ELECTRICA
2345,5,94,33,86.77,ELECTRICA
2346,5,99,28,84.35,ELECTRICA
2347,3,28,22,81.29,ELECTRICA
2348,5,78,24,82.26,ELECTRICA
2349,1,,24,0,ELECTRICA
2350,7,160,31,92.33,ELECTRICA
2351,6,67,21,77.38,ELECTRICA
2352,1,,24,0,ELECTRICA
2353,1,,24,0,ELECTRICA
2354,1,,24,0,ELECTRICA
2355,1,,24,0,ELECTRICA
2356,1,,24,0,ELECTRICA
2357,5,94,31,84.32,ELECTRICA
2358,7,98,9,81.04,ELECTRICA
2359,7,160,28,84.89,ELECTRICA
2360,5,99,21,82,ELECTRICA
2361,1,,24,0,ELECTRICA
2362,5,106,27,88.54,ELECTRICA
2363,5,110,26,93.12,ELECTRICA
2364,1,,24,0,ELECTRICA
2365,6,107,27,82.96,ELECTRICA
2366,1,,24,0,ELECTRICA
2367,3,46,33,87.91,ELECTRICA
2368,1,,24,0,ELECTRICA
2369,3,51,28,84.08,ELECTRICA
2370,1,,24,0,ELECTRICA
2371,5,84,22,83.35,ELECTRICA
2372,1,,24,0,ELECTRICA
2373,1,,24,0,ELECTRICA
2374,1,,24,0,ELECTRICA
2375,1,,24,0,ELECTRICA
2376,7,150,28,85.79,ELECTRICA
2377,7,120,21,82.56,ELECTRICA
2378,5,95,25,84.05,ELECTRICA
2379,7,147,32,80.55,ELECTRICA
2380,6,97,17,81.7,ELECTRICA
2381,1,,24,0,ELECTRICA
2382,5,110,26,91.96,ELECTRICA
2383,3,42,26,81.7,ELECTRICA
2384,5,99,24,80.35,ELECTRICA
2385,3,56,26,93.08,ELECTRICA
2386,3,51,28,90.08,ELECTRICA
2387,5,106,30,90.58,ELECTRICA
2388,5,49,17,83.08,ELECTRICA
2389,3,42,28,81.6,ELECTRICA
2390,6,118,22,85.67,ELECTRICA
2391,3,46,28,82.55,ELECTRICA
2392,5,70,20,79.88,ELECTRICA
2393,5,106,27,89.13,ELECTRICA
2394,3,56,26,93.38,ELECTRICA
2395,1,,24,0,ELECTRICA
2396,7,118,36,84.37,ELECTRICA
2397,1,,24,0,ELECTRICA
2398,3,33,22,82.75,ELECTRICA
2399,8,123,23,84.79,ELECTRICA
2400,1,,24,0,ELECTRICA
2401,1,,24,0,ELECTRICA
2402,5,94,25,86.36,ELECTRICA
2403,1,,24,0,ELECTRICA
2404,3,41,23,84.7,ELECTRICA
2405,1,,24,0,ELECTRICA
2406,3,51,28,83.42,ELECTRICA
2407,5,106,27,90.46,ELECTRICA
2408,1,,24,0,ELECTRICA
2409,5,109,27,85.84,ELECTRICA
2410,1,,24,0,ELECTRICA
2411,7,160,32,90.17,ELECTRICA
2412,5,88,26,79.62,ELECTRICA
2413,3,51,23,88.42,ELECTRICA
2414,1,,24,0,ELECTRICA
2415,1,,24,0,ELECTRICA
2416,1,,24,0,ELECTRICA
2417,3,56,26,92,ELECTRICA
2418,5,71,20,81.82,ELECTRICA
2419,1,,24,0,ELECTRICA
2420,1,,24,0,ELECTRICA
2421,1,,24,0,ELECTRICA
2422,1,,24,0,ELECTRICA
2423,1,,24,0,ELECTRICA
2424,1,,24,0,ELECTRICA
2425,5,70,21,79.35,ELECTRICA
2426,5,65,21,77.75,ELECTRICA
2427,1,,24,0,ELECTRICA
2428,5,75,18,81.28,ELECTRICA
2429,1,,24,0,ELECTRICA
2430,3,42,28,82.4,ELECTRICA
2431,7,160,31,85.72,ELECTRICA
2432,5,79,26,82.53,ELECTRICA
2433,5,89,28,86.57,ELECTRICA
2434,1,,24,0,ELECTRICA
2435,7,141,33,85.03,ELECTRICA
2436,1,,24,0,ELECTRICA
2437,3,51,28,88,ELECTRICA
2438,8,188,26,85.12,ELECTRICA
2439,5,61,28,79.8,ELECTRICA
2440,1,,24,0,ELECTRICA
2441,1,,24,0,ELECTRICA
2442,1,,24,0,ELECTRICA
2443,3,46,28,84.09,ELECTRICA
2444,5,90,23,82.29,ELECTRICA
2445,3,51,28,86,ELECTRICA
2446,3,38,22,81.22,ELECTRICA
2447,6,91,34,82.73,ELECTRICA
2448,7,58,35,81.93,ELECTRICA
2449,8,118,23,84.04,ELECTRICA
2450,1,,24,0,ELECTRICA
2451,3,26,26,80.17,ELECTRICA
2452,7,151,33,83.06,ELECTRICA
2453,1,,24,0,ELECTRICA
2454,5,70,18,86.47,ELECTRICA
2455,1,,24,0,ELECTRICA
2456,1,,24,0,ELECTRICA
2457,1,,24,0,ELECTRICA
2458,1,,24,0,ELECTRICA
2459,1,,24,0,ELECTRICA
2460,2,26,17,87.17,ELECTRICA
2461,7,150,28,82.79,ELECTRICA
2462,7,156,32,88.66,ELECTRICA
2463,3,40,28,82.7,ELECTRICA
2464,1,,24,0,ELECTRICA
2465,6,116,31,82.81,ELECTRICA
2466,6,116,25,81.85,ELECTRICA
2467,5,70,32,81.75,ELECTRICA
2468,8,124,23,84,ELECTRICA
2469,5,106,27,94.25,ELECTRICA
2470,3,47,32,85.36,ELECTRICA
2471,3,24,26,80.5,ELECTRICA
2472,3,20,22,75.8,ELECTRICA
2473,1,,24,0,ELECTRICA
2474,3,51,28,82.83,ELECTRICA
2475,1,,24,0,ELECTRICA
2476,3,51,28,85.92,ELECTRICA
2477,5,61,18,81.47,ELECTRICA
2478,1,,24,0,ELECTRICA
2479,7,160,32,88.83,ELECTRICA
2480,3,43,26,81.7,ELECTRICA
2481,3,51,28,87.58,ELECTRICA
2482,1,,24,0,ELECTRICA
2483,8,138,26,83.81,ELECTRICA
2484,3,28,22,82.43,ELECTRICA
2485,7,96,17,80.41,ELECTRICA
2486,6,95,23,84.45,ELECTRICA
2487,5,99,31,91.74,ELECTRICA
2488,3,12,21,80,ELECTRICA
2489,1,,24,0,ELECTRICA
2490,5,77,17,78.28,ELECTRICA
2491,3,51,28,82.67,ELECTRICA
2492,1,,24,0,ELECTRICA
2493,1,,24,0,ELECTRICA
2494,1,,24,0,ELECTRICA
2495,3,51,28,92.5,ELECTRICA
2496,5,114,27,86.27,ELECTRICA
2497,11,225,10,81.98,ELECTRONICA
2498,11,207,25,81.4,ELECTRONICA
2499,11,205,15,79.93,ELECTRONICA
2500,9,197,20,84.05,ELECTRONICA
2501,9,222,13,89.08,ELECTRONICA
2502,11,121,12,82.96,ELECTRONICA
2503,10,202,23,81.25,ELECTRONICA
2504,11,162,20,81.61,ELECTRONICA
2505,9,217,13,88.83,ELECTRONICA
2506,9,197,20,87.58,ELECTRONICA
2507,9,217,18,85.6,ELECTRONICA
2508,9,222,8,86.67,ELECTRONICA
2509,9,222,13,91.17,ELECTRONICA
2510,10,217,13,84.4,ELECTRONICA
2511,11,222,13,82.88,ELECTRONICA
2512,10,174,10,78.79,ELECTRONICA
2513,10,110,20,77.16,ELECTRONICA
2514,9,199,26,84.14,ELECTRONICA
2515,11,225,10,87.55,ELECTRONICA
2516,9,155,14,80.32,ELECTRONICA
2517,9,217,23,85.26,ELECTRONICA
2518,11,192,23,83.88,ELECTRONICA
2519,9,207,20,83.76,ELECTRONICA
2520,9,222,23,83.98,ELECTRONICA
2521,9,222,23,86.4,ELECTRONICA
2522,9,189,26,78,ELECTRONICA
2523,11,177,5,81.51,ELECTRONICA
2524,10,164,20,81.53,ELECTRONICA
2525,9,222,18,89.27,ELECTRONICA
2526,9,202,25,84.93,ELECTRONICA
2527,9,207,28,84.89,ELECTRONICA
2528,9,189,23,79.83,ELECTRONICA
2529,11,212,23,83.35,ELECTRONICA
2530,9,217,13,84.89,ELECTRONICA
2531,9,222,8,85.65,ELECTRONICA
2532,9,222,13,89.38,ELECTRONICA
2533,9,219,11,87.45,ELECTRONICA
2534,3,52,25,89.83,ELECTRONICA
2535,6,104,24,82.96,ELECTRONICA
2536,3,47,25,87.82,ELECTRONICA
2537,3,52,25,90.33,ELECTRONICA
2538,3,38,15,87.33,ELECTRONICA
2539,5,85,25,87.89,ELECTRONICA
2540,1,,25,0,ELECTRONICA
2541,7,128,22,85.5,ELECTRONICA
2542,1,,25,0,ELECTRONICA
2543,1,,25,0,ELECTRONICA
2544,5,105,28,85.74,ELECTRONICA
2545,1,,25,0,ELECTRONICA
2546,1,,25,0,ELECTRONICA
2547,1,,25,0,ELECTRONICA
2548,1,,25,0,ELECTRONICA
2549,5,105,28,93.17,ELECTRONICA
2550,1,,25,0,ELECTRONICA
2551,3,47,25,87.55,ELECTRONICA
2552,8,184,18,88.9,ELECTRONICA
2553,5,100,25,91.64,ELECTRONICA
2554,1,,25,0,ELECTRONICA
2555,3,52,25,88.75,ELECTRONICA
2556,1,,25,0,ELECTRONICA
2557,1,,25,0,ELECTRONICA
2558,7,155,24,87.21,ELECTRONICA
2559,3,52,25,87.33,ELECTRONICA
2560,7,150,20,89.61,ELECTRONICA
2561,3,47,20,86.55,ELECTRONICA
2562,1,,25,0,ELECTRONICA
2563,1,,25,0,ELECTRONICA
2564,3,48,25,87.73,ELECTRONICA
2565,5,75,28,81.82,ELECTRONICA
2566,5,105,28,88.13,ELECTRONICA
2567,3,52,25,90.5,ELECTRONICA
2568,7,147,17,86.53,ELECTRONICA
2569,7,155,29,87.35,ELECTRONICA
2570,1,,25,0,ELECTRONICA
2571,1,,25,0,ELECTRONICA
2572,1,,25,0,ELECTRONICA
2573,1,,25,0,ELECTRONICA
2574,1,,25,0,ELECTRONICA
2575,3,43,20,84.1,ELECTRONICA
2576,5,70,15,85.75,ELECTRONICA
2577,3,52,25,87.67,ELECTRONICA
2578,3,52,25,92.5,ELECTRONICA
2579,5,105,28,87.61,ELECTRONICA
2580,7,82,13,85.11,ELECTRONICA
2581,5,105,28,95,ELECTRONICA
2582,3,38,23,88.11,ELECTRONICA
2583,1,,25,0,ELECTRONICA
2584,7,155,29,90,ELECTRONICA
2585,6,92,28,78.85,ELECTRONICA
2586,3,43,25,92,ELECTRONICA
2587,5,90,20,83.5,ELECTRONICA
2588,7,155,19,95.88,ELECTRONICA
2589,3,26,14,85.83,ELECTRONICA
2590,7,155,29,91.44,ELECTRONICA
2591,3,52,25,89.5,ELECTRONICA
2592,6,63,33,81.36,ELECTRONICA
2593,1,,25,0,ELECTRONICA
2594,1,,25,0,ELECTRONICA
2595,5,105,28,92.57,ELECTRONICA
2596,3,52,25,92.67,ELECTRONICA
2597,3,52,25,84.58,ELECTRONICA
2598,5,95,20,88.52,ELECTRONICA
2599,3,52,25,90.83,ELECTRONICA
2600,5,47,23,87.91,ELECTRONICA
2601,5,105,28,87.57,ELECTRONICA
2602,3,43,28,85.7,ELECTRONICA
2603,6,110,23,84.25,ELECTRONICA
2604,1,,25,0,ELECTRONICA
2605,1,,25,0,ELECTRONICA
2606,1,,25,0,ELECTRONICA
2607,7,142,18,86.1,ELECTRONICA
2608,5,105,28,88.61,ELECTRONICA
2609,3,39,25,88.56,ELECTRONICA
2610,3,43,25,92.1,ELECTRONICA
2611,7,150,20,86.45,ELECTRONICA
2612,7,114,17,85.72,ELECTRONICA
2613,7,150,24,96.39,ELECTRONICA
2614,6,103,25,79.09,ELECTRONICA
2615,1,,25,0,ELECTRONICA
2616,3,47,25,89.27,ELECTRONICA
2617,5,52,13,79,ELECTRONICA
2618,5,72,23,83.44,ELECTRONICA
2619,5,105,28,88.61,ELECTRONICA
2620,3,47,23,86.91,ELECTRONICA
2621,1,,25,0,ELECTRONICA
2622,5,105,28,91.48,ELECTRONICA
2623,3,52,23,86.08,ELECTRONICA
2624,7,150,24,90.7,ELECTRONICA
2625,5,90,32,83.3,ELECTRONICA
2626,3,47,25,87.91,ELECTRONICA
2627,1,,25,0,ELECTRONICA
2628,7,145,24,85.03,ELECTRONICA
2629,3,52,25,91,ELECTRONICA
2630,1,,25,0,ELECTRONICA
2631,1,,25,0,ELECTRONICA
2632,8,184,18,87.72,ELECTRONICA
2633,3,47,25,87.09,ELECTRONICA
2634,5,95,25,89.1,ELECTRONICA
2635,7,128,22,85.21,ELECTRONICA
2636,5,105,28,92.65,ELECTRONICA
2637,6,81,25,83.39,ELECTRONICA
2638,8,179,13,82.38,ELECTRONICA
2639,1,,25,0,ELECTRONICA
2640,1,,25,0,ELECTRONICA
2641,1,,25,0,ELECTRONICA
2642,5,90,23,86.6,ELECTRONICA
2643,7,152,22,89.39,ELECTRONICA
2644,1,,25,0,ELECTRONICA
2645,7,155,29,91.09,ELECTRONICA
2646,5,65,20,80.2,ELECTRONICA
2647,1,,25,0,ELECTRONICA
2648,7,128,12,84.71,ELECTRONICA
2649,3,52,25,90.75,ELECTRONICA
2650,7,122,20,84.81,ELECTRONICA
2651,1,,25,0,ELECTRONICA
2652,7,155,29,88.32,ELECTRONICA
2653,5,105,28,95.17,ELECTRONICA
2654,3,52,25,94.75,ELECTRONICA
2655,5,75,23,86.18,ELECTRONICA
2656,1,,25,0,ELECTRONICA
2657,3,42,23,86.6,ELECTRONICA
2658,9,210,25,85.19,INDUSTRIAL
2659,12,226,9,83.75,INDUSTRIAL
2660,14,204,20,75.85,INDUSTRIAL
2661,9,197,24,83.58,INDUSTRIAL
2662,9,223,12,80.12,INDUSTRIAL
2663,11,197,26,80.34,INDUSTRIAL
2664,10,209,26,78.28,INDUSTRIAL
2665,10,142,21,80.16,INDUSTRIAL
2666,8,189,32,83.09,INDUSTRIAL
2667,9,235,10,91.72,INDUSTRIAL
2668,12,235,10,84.92,INDUSTRIAL
2669,12,230,5,80.65,INDUSTRIAL
2670,10,227,8,89.51,INDUSTRIAL
2671,11,222,13,79.3,INDUSTRIAL
2672,10,232,3,80.13,INDUSTRIAL
2673,10,221,14,81.24,INDUSTRIAL
2674,10,217,18,82.33,INDUSTRIAL
2675,10,214,21,79.4,INDUSTRIAL
2676,9,209,26,82.7,INDUSTRIAL
2677,11,205,8,81.41,INDUSTRIAL
2678,9,166,23,80.76,INDUSTRIAL
2679,9,219,16,87.2,INDUSTRIAL
2680,10,218,17,82.43,INDUSTRIAL
2681,9,166,20,82.24,INDUSTRIAL
2682,10,175,26,82.25,INDUSTRIAL
2683,10,230,5,83.02,INDUSTRIAL
2684,12,205,30,84.81,INDUSTRIAL
2685,14,206,20,81.02,INDUSTRIAL
2686,9,235,10,87.08,INDUSTRIAL
2687,9,193,32,91.45,INDUSTRIAL
2688,8,196,28,84.82,INDUSTRIAL
2689,9,184,26,85.83,INDUSTRIAL
2690,12,227,18,82.37,INDUSTRIAL
2691,9,216,19,86.53,INDUSTRIAL
2692,10,221,14,81.58,INDUSTRIAL
2693,10,166,27,79.74,INDUSTRIAL
2694,9,210,25,83.27,INDUSTRIAL
2695,9,226,4,85.18,INDUSTRIAL
2696,13,193,19,77.32,INDUSTRIAL
2697,10,223,12,78.84,INDUSTRIAL
2698,9,189,8,84.84,INDUSTRIAL
2699,9,225,10,83.49,INDUSTRIAL
2700,9,202,19,82.26,INDUSTRIAL
2701,9,153,23,82.8,INDUSTRIAL
2702,9,217,18,84.71,INDUSTRIAL
2703,10,195,21,80.8,INDUSTRIAL
2704,9,235,10,93.74,INDUSTRIAL
2705,14,216,19,80.39,INDUSTRIAL
2706,9,235,10,93.6,INDUSTRIAL
2707,10,165,36,78.39,INDUSTRIAL
2708,9,226,9,83.73,INDUSTRIAL
2709,9,197,13,83.49,INDUSTRIAL
2710,9,212,23,85.21,INDUSTRIAL
2711,9,235,10,92.77,INDUSTRIAL
2712,11,235,10,80.68,INDUSTRIAL
2713,9,235,10,89.36,INDUSTRIAL
2714,10,209,26,79.49,INDUSTRIAL
2715,9,235,10,88.89,INDUSTRIAL
2716,13,231,4,80.77,INDUSTRIAL
2717,10,158,8,81.11,INDUSTRIAL
2718,8,153,25,80.4,INDUSTRIAL
2719,14,222,9,83.94,INDUSTRIAL
2720,9,202,24,82.28,INDUSTRIAL
2721,10,152,36,81.14,INDUSTRIAL
2722,10,235,10,83.72,INDUSTRIAL
2723,13,209,18,78.28,INDUSTRIAL
2724,11,204,19,83.04,INDUSTRIAL
2725,11,227,8,80.78,INDUSTRIAL
2726,9,221,14,86.56,INDUSTRIAL
2727,10,139,35,78.88,INDUSTRIAL
2728,9,194,5,85.16,INDUSTRIAL
2729,9,206,29,84.6,INDUSTRIAL
2730,10,227,8,81.2,INDUSTRIAL
2731,10,230,5,81.35,INDUSTRIAL
2732,12,229,16,82.1,INDUSTRIAL
2733,11,228,7,79.25,INDUSTRIAL
2734,9,207,28,83.94,INDUSTRIAL
2735,9,215,20,86.57,INDUSTRIAL
2736,11,216,19,79.69,INDUSTRIAL
2737,10,206,24,84.37,INDUSTRIAL
2738,10,199,11,79.53,INDUSTRIAL
2739,14,204,26,80.3,INDUSTRIAL
2740,9,200,35,81.46,INDUSTRIAL
2741,9,217,18,85.31,INDUSTRIAL
2742,1,,27,0,INDUSTRIAL
2743,1,,27,0,INDUSTRIAL
2744,5,74,33,86.12,INDUSTRIAL
2745,8,210,30,85.02,INDUSTRIAL
2746,3,55,23,85.54,INDUSTRIAL
2747,1,,27,0,INDUSTRIAL
2748,8,215,25,85.14,INDUSTRIAL
2749,6,109,30,81,INDUSTRIAL
2750,3,51,33,87.75,INDUSTRIAL
2751,3,41,31,87.3,INDUSTRIAL
2752,1,,27,0,INDUSTRIAL
2753,6,158,26,88,INDUSTRIAL
2754,5,93,34,83.29,INDUSTRIAL
2755,4,49,27,81.64,INDUSTRIAL
2756,1,,27,0,INDUSTRIAL
2757,3,51,29,99.5,INDUSTRIAL
2758,5,103,31,86,INDUSTRIAL
2759,7,171,29,86.82,INDUSTRIAL
2760,8,207,33,85.62,INDUSTRIAL
2761,2,21,30,81.8,INDUSTRIAL
2762,7,166,30,85.32,INDUSTRIAL
2763,6,138,21,85.58,INDUSTRIAL
2764,6,143,31,87.28,INDUSTRIAL
2765,5,102,31,85.35,INDUSTRIAL
2766,5,96,29,83.27,INDUSTRIAL
2767,3,46,29,80.45,INDUSTRIAL
2768,6,112,20,82.12,INDUSTRIAL
2769,8,142,21,85.28,INDUSTRIAL
2770,6,133,20,83.07,INDUSTRIAL
2771,4,75,32,80.59,INDUSTRIAL
2772,2,27,24,77.83,INDUSTRIAL
2773,3,41,29,83.1,INDUSTRIAL
2774,1,,27,0,INDUSTRIAL
2775,8,194,20,85.25,INDUSTRIAL
2776,5,62,22,81.53,INDUSTRIAL
2777,1,,27,0,INDUSTRIAL
2778,8,164,29,82.49,INDUSTRIAL
2779,5,,26,0,INDUSTRIAL
2780,6,143,24,89.03,INDUSTRIAL
2781,1,,27,0,INDUSTRIAL
2782,1,,27,0,INDUSTRIAL
2783,1,,27,0,INDUSTRIAL
2784,1,,27,0,INDUSTRIAL
2785,6,103,29,82.96,INDUSTRIAL
2786,7,82,28,83.11,INDUSTRIAL
2787,4,76,32,89.65,INDUSTRIAL
2788,8,182,33,80.43,INDUSTRIAL
2789,2,27,24,83.67,INDUSTRIAL
2790,3,51,34,94.75,INDUSTRIAL
2791,7,155,29,86.11,INDUSTRIAL
2792,2,27,24,90.67,INDUSTRIAL
2793,1,,27,0,INDUSTRIAL
2794,7,175,30,91.45,INDUSTRIAL
2795,4,75,32,79.41,INDUSTRIAL
2796,6,134,26,83.2,INDUSTRIAL
2797,8,198,31,85.67,INDUSTRIAL
2798,3,43,34,89.9,INDUSTRIAL
2799,6,147,27,86.55,INDUSTRIAL
2800,2,27,24,78.83,INDUSTRIAL
2801,8,179,36,82.15,INDUSTRIAL
2802,5,112,30,95.2,INDUSTRIAL
2803,7,168,24,88.74,INDUSTRIAL
2804,3,51,27,86.08,INDUSTRIAL
2805,7,180,30,89.54,INDUSTRIAL
2806,1,,27,0,INDUSTRIAL
2807,5,96,32,85.18,INDUSTRIAL
2808,7,179,32,86.12,INDUSTRIAL
2809,6,125,30,76.14,INDUSTRIAL
2810,2,27,24,82.83,INDUSTRIAL
2811,4,57,36,79.23,INDUSTRIAL
2812,5,85,27,81.5,INDUSTRIAL
2813,5,98,32,83.41,INDUSTRIAL
2814,7,163,35,84.35,INDUSTRIAL
2815,8,187,32,82.05,INDUSTRIAL
2816,8,192,28,80.84,INDUSTRIAL
2817,1,,27,0,INDUSTRIAL
2818,6,98,20,81.43,INDUSTRIAL
2819,5,108,30,86.46,INDUSTRIAL
2820,4,70,27,79.75,INDUSTRIAL
2821,4,74,33,84,INDUSTRIAL
2822,6,129,25,86.55,INDUSTRIAL
2823,4,71,32,77.69,INDUSTRIAL
2824,3,61,22,81.57,INDUSTRIAL
2825,8,195,29,84.8,INDUSTRIAL
2826,8,191,23,84.64,INDUSTRIAL
2827,6,117,29,84.42,INDUSTRIAL
2828,4,54,31,82.92,INDUSTRIAL
2829,2,17,24,83.25,INDUSTRIAL
2830,8,174,36,81.22,INDUSTRIAL
2831,4,75,28,84.29,INDUSTRIAL
2832,4,38,23,79.33,INDUSTRIAL
2833,6,115,27,81.19,INDUSTRIAL
2834,1,,27,0,INDUSTRIAL
2835,8,205,30,90.79,INDUSTRIAL
2836,3,51,33,87.67,INDUSTRIAL
2837,2,27,24,83.67,INDUSTRIAL
2838,8,197,32,86.73,INDUSTRIAL
2839,6,124,26,79.68,INDUSTRIAL
2840,1,,27,0,INDUSTRIAL
2841,1,,27,0,INDUSTRIAL
2842,2,27,24,90,INDUSTRIAL
2843,2,27,24,89.33,INDUSTRIAL
2844,6,139,28,88.19,INDUSTRIAL
2845,4,110,29,80.92,INDUSTRIAL
2846,5,102,27,84.96,INDUSTRIAL
2847,3,33,27,79.13,INDUSTRIAL
2848,5,112,30,95.4,INDUSTRIAL
2849,5,108,34,88.88,INDUSTRIAL
2850,8,184,21,81.83,INDUSTRIAL
2851,2,27,24,85,INDUSTRIAL
2852,2,27,24,82.33,INDUSTRIAL
2853,4,80,32,84.17,INDUSTRIAL
2854,7,172,29,85.82,INDUSTRIAL
2855,5,112,30,88.72,INDUSTRIAL
2856,8,206,29,88.79,INDUSTRIAL
2857,4,84,33,86.32,INDUSTRIAL
2858,5,112,23,87.44,INDUSTRIAL
2859,4,56,24,81.69,INDUSTRIAL
2860,8,194,32,84.91,INDUSTRIAL
2861,2,27,34,86.67,INDUSTRIAL
2862,1,,27,0,INDUSTRIAL
2863,5,108,34,82.58,INDUSTRIAL
2864,3,51,29,91.75,INDUSTRIAL
2865,3,51,29,81.67,INDUSTRIAL
2866,6,102,36,81.87,INDUSTRIAL
2867,4,64,22,79.2,INDUSTRIAL
2868,3,46,33,85.27,INDUSTRIAL
2869,8,207,33,85.57,INDUSTRIAL
2870,1,,27,0,INDUSTRIAL
2871,6,138,20,78.16,INDUSTRIAL
2872,7,156,36,84.71,INDUSTRIAL
2873,5,112,30,89.88,INDUSTRIAL
2874,4,99,22,85.78,INDUSTRIAL
2875,1,,27,0,INDUSTRIAL
2876,7,146,33,80.45,INDUSTRIAL
2877,1,,27,0,INDUSTRIAL
2878,2,27,24,76.17,INDUSTRIAL
2879,3,51,29,88.67,INDUSTRIAL
2880,1,,27,0,INDUSTRIAL
2881,1,,27,0,INDUSTRIAL
2882,3,51,29,92.92,INDUSTRIAL
2883,4,76,36,90.65,INDUSTRIAL
2884,1,,27,0,INDUSTRIAL
2885,1,,27,0,INDUSTRIAL
2886,4,71,31,82.94,INDUSTRIAL
2887,6,151,24,83.88,INDUSTRIAL
2888,4,80,29,86.22,INDUSTRIAL
2889,5,112,30,90.72,INDUSTRIAL
2890,7,171,29,88.69,INDUSTRIAL
2891,5,61,28,86.36,INDUSTRIAL
2892,5,51,29,79.5,INDUSTRIAL
2893,3,56,28,98.85,INDUSTRIAL
2894,4,76,32,88.59,INDUSTRIAL
2895,2,27,28,85.67,INDUSTRIAL
2896,2,27,24,86.83,INDUSTRIAL
2897,3,55,25,89.85,INDUSTRIAL
2898,9,200,35,84.57,INDUSTRIAL
2899,1,,27,0,INDUSTRIAL
2900,7,175,35,86.75,INDUSTRIAL
2901,1,,27,0,INDUSTRIAL
2902,7,171,29,88.87,INDUSTRIAL
2903,5,99,34,85.36,INDUSTRIAL
2904,8,211,29,87.33,INDUSTRIAL
2905,8,189,31,88.44,INDUSTRIAL
2906,6,91,28,76.67,INDUSTRIAL
2907,1,,27,0,INDUSTRIAL
2908,3,50,26,83.25,INDUSTRIAL
2909,7,171,24,91.33,INDUSTRIAL
2910,1,,27,0,INDUSTRIAL
2911,6,133,24,83.33,INDUSTRIAL
