"matricula","carrera","genero","promedio","edad","peso","altura"
2025,"TIC","M",90.8,22,77.35,177.35
2026,"INFORMATICA","M",87.91,22,80.85,180.85
2027,"ELECTRICA","F",91.77,23,59.4,159.4
2028,"ELECTRICA","F",81.74,20,58.65,158.65
2029,"MECATRONICA","F",90.32,22,60.47,160.47
2030,"ELECTRICA","F",91.4,23,61.63,161.63
2031,"SISTEMAS","F",87.69,21,66.22,166.22
2032,"SISTEMAS","M",89.42,22,73.82,173.82
2033,"SISTEMAS","M",83.56,20,74.75,174.75
2034,"CIVIL","F",89.41,22,60.16,160.16
2035,"ADMINISTRACION","F",79.7,19,60.24,160.24
2036,"ARQUITECTURA","F",89.39,22,61.81,161.81
2037,"BIOQUIMICA","F",83.51,20,59.43,159.43
2038,"MECATRONICA","F",88.75,22,60.14,160.14
2039,"SISTEMAS","M",84.56,21,80.29,180.29
2040,"MECATRONICA","M",84.65,21,83.16,183.16
2041,"TIC","M",91.41,23,77.06,177.06
2042,"TIC","M",79.82,19,80.75,180.75
2043,"ADMINISTRACION","M",89.72,22,81.23,181.23
2044,"ADMINISTRACION","M",89.95,22,79.43,179.43
2045,"ELECTRICA","M",91.12,22,81.27,181.27
2046,"MECATRONICA","M",89.22,22,80.12,180.12
2047,"MECANICA","M",90.48,22,77.38,177.38
2048,"ARQUITECTURA","F",84.16,20,59.09,159.09
2049,"BIOQUIMICA","F",91.09,22,61.47,161.47
2050,"MECANICA","M",82.21,20,80.51,180.51
2051,"INFORMATICA","M",85.93,21,78.24,178.24
2052,"CIVIL","M",81.49,20,80.91,180.91
2053,"MECANICA","F",81.32,20,61.16,161.16
2054,"ARQUITECTURA","F",85.49,21,56.69,156.69
2055,"ELECTRONICA","F",85.1,21,58.45,158.45
2056,"INDUSTRIAL","M",83.45,20,83.77,183.77
2057,"ADMINISTRACION","F",84.64,21,57.45,157.45
2058,"ELECTRICA","M",84.38,21,82.69,182.69
2059,"ELECTRONICA","M",88.68,22,83.22,183.22
2060,"QUIMICA","M",76.75,18,80.56,180.56
2061,"BIOQUIMICA","F",88.06,22,56.49,156.49
2062,"TIC","M",88.17,22,83.43,183.43
2063,"INDUSTRIAL","F",81.36,20,59.42,159.42
2064,"BIOQUIMICA","F",83.61,20,60.15,160.15
2065,"ELECTRONICA","M",88.91,22,75.65,175.65
2066,"ADMINISTRACION","F",86.25,21,60.74,160.74
2067,"ADMINISTRACION","F",86.25,21,61.2,161.2
2068,"TIC","M",86.52,21,84.59,184.59
2069,"INFORMATICA","F",83.48,20,58.61,158.61
2070,"CIVIL","F",84.53,21,60.33,160.33
2071,"QUIMICA","M",81.32,20,82.64,182.64
2072,"CIVIL","F",90.47,22,59.52,159.52
2073,"SISTEMAS","M",84.01,20,81.72,181.72
2074,"INFORMATICA","F",79.53,19,58.44,158.44
2075,"MECATRONICA","M",81.55,20,81.39,181.39
2076,"MECATRONICA","F",79.91,19,59.73,159.73
2077,"INDUSTRIAL","F",87.08,21,59.69,159.69
2078,"QUIMICA","F",81.81,20,60.3,160.3
2079,"ELECTRONICA","M",90.3,22,78.04,178.04
2080,"INFORMATICA","F",83.88,20,62.68,162.68
2081,"MECATRONICA","F",83.07,20,57.51,157.51
2082,"MECATRONICA","M",83.35,20,79.72,179.72
2083,"MECANICA","F",84.18,20,57.48,157.48
2084,"TIC","M",83.34,20,85.1,185.1
2085,"TIC","M",86.21,21,74.43,174.43
2086,"SISTEMAS","F",88.65,22,59.04,159.04
2087,"BIOQUIMICA","M",92.22,23,81.94,181.94
2088,"ELECTRONICA","M",80.1,19,80.16,180.16
2089,"MECANICA","F",88.67,22,58.34,158.34
2090,"MECATRONICA","M",93.34,23,79.65,179.65
2091,"BIOQUIMICA","F",91.04,22,63.46,163.46
2092,"MECATRONICA","M",84.62,21,81.65,181.65
2093,"ARQUITECTURA","F",82.59,20,59.9,159.9
2094,"INDUSTRIAL","F",88.14,22,55.39,155.39
2095,"ELECTRICA","M",89.27,22,74.48,174.48
2096,"ELECTRICA","F",82.31,20,59.8,159.8
2097,"TIC","M",79.18,19,77.42,177.42
2098,"QUIMICA","M",86.69,21,81.74,181.74
2099,"TIC","F",90.64,22,65.74,165.74
2100,"CIVIL","M",84.62,21,78.7,178.7
2101,"TIC","M",88.51,22,71.76,171.76
2102,"BIOQUIMICA","M",87.28,21,81.72,181.72
2103,"ARQUITECTURA","M",82.34,20,77.04,177.04
2104,"ADMINISTRACION","F",84.18,20,57.17,157.17
2105,"QUIMICA","F",97.46,24,63.39,163.39
2106,"QUIMICA","F",93.64,23,60.91,160.91
2107,"CIVIL","M",83.95,20,80.36,180.36
2108,"INDUSTRIAL","F",89.35,22,64.49,164.49
2109,"QUIMICA","F",84.83,21,57.86,157.86
2110,"ADMINISTRACION","F",83.36,20,61.56,161.56
2111,"INDUSTRIAL","F",81.44,20,59.65,159.65
2112,"TIC","F",83.06,20,61.38,161.38
2113,"INFORMATICA","F",79.27,19,64.25,164.25
2114,"BIOQUIMICA","F",81.94,20,57.58,157.58
2115,"SISTEMAS","M",87.93,22,78.19,178.19
2116,"INDUSTRIAL","M",88.75,22,86.72,186.72
2117,"SISTEMAS","F",85.46,21,59.94,159.94
2118,"QUIMICA","F",86.42,21,56.46,156.46
2119,"INFORMATICA","M",83.84,20,81.36,181.36
2120,"ADMINISTRACION","M",83.44,20,76.12,176.12
2121,"MECATRONICA","F",86.11,21,62.97,162.97
2122,"SISTEMAS","F",85.6,21,61.36,161.36
2123,"TIC","M",77.84,19,81.7,181.7
2124,"ARQUITECTURA","M",85,21,78.37,178.37
2125,"BIOQUIMICA","M",87.97,22,78.78,178.78
2126,"ARQUITECTURA","F",85.9,21,62.77,162.77
2127,"ELECTRICA","F",85.78,21,63.45,163.45
2128,"QUIMICA","M",85.43,21,80.81,180.81
2129,"ELECTRONICA","M",85.71,21,76.24,176.24
2130,"INDUSTRIAL","F",83.96,20,57.71,157.71
2131,"SISTEMAS","F",89.88,22,58.39,158.39
2132,"INDUSTRIAL","F",84.62,21,61.86,161.86
2133,"TIC","M",86.63,21,81.28,181.28
2134,"ARQUITECTURA","M",89.7,22,78.36,178.36
2135,"BIOQUIMICA","F",87.4,21,63.85,163.85
2136,"INDUSTRIAL","M",84.63,21,81.11,181.11
2137,"CIVIL","M",82.75,20,79.1,179.1
2138,"ELECTRONICA","F",84.79,21,58.06,158.06
2139,"BIOQUIMICA","M",93.04,23,75.93,175.93
2140,"MECATRONICA","M",86.33,21,85,185
2141,"INFORMATICA","F",79.93,19,58.18,158.18
2142,"ADMINISTRACION","M",88.84,22,82.05,182.05
2143,"INFORMATICA","M",86.07,21,79.61,179.61
2144,"INFORMATICA","M",87.47,21,81.13,181.13
2145,"INFORMATICA","M",89.55,22,78.15,178.15
2146,"QUIMICA","M",92.4,23,79.82,179.82
2147,"QUIMICA","M",86.51,21,79.9,179.9
2148,"CIVIL","M",84.12,20,81.75,181.75
2149,"INDUSTRIAL","M",85.13,21,81.01,181.01
2150,"TIC","M",89.43,22,79.15,179.15
2151,"INDUSTRIAL","F",77.39,19,61.47,161.47
2152,"MECATRONICA","M",87.37,21,78.43,178.43
2153,"SISTEMAS","F",89.84,22,58.9,158.9
2154,"SISTEMAS","F",86.3,21,61.59,161.59
2155,"TIC","M",86.95,21,77.1,177.1
2156,"INFORMATICA","M",90.88,22,80.1,180.1
2157,"ELECTRICA","F",88.45,22,58.73,158.73
2158,"MECANICA","F",84.66,21,57.64,157.64
2159,"ELECTRICA","F",84.03,20,56.92,156.92
2160,"TIC","F",82.94,20,59.49,159.49
2161,"TIC","F",88.81,22,58.61,158.61
2162,"MECANICA","M",86.14,21,78.22,178.22
2163,"TIC","M",89.32,22,80.27,180.27
2164,"MECANICA","M",91.58,23,73.57,173.57
2165,"ELECTRONICA","F",83.14,20,60.41,160.41
2166,"ELECTRONICA","M",89.13,22,78.27,178.27
2167,"INDUSTRIAL","M",85.72,21,81.62,181.62
2168,"CIVIL","M",87.41,21,79.27,179.27
2169,"INDUSTRIAL","M",85.58,21,81.3,181.3
2170,"MECATRONICA","F",90.01,22,61.55,161.55
2171,"ELECTRICA","F",85.6,21,60.6,160.6
2172,"ELECTRICA","M",90.22,22,76.4,176.4
2173,"ELECTRONICA","F",86.84,21,57.65,157.65
2174,"CIVIL","F",95.68,24,61.57,161.57
2175,"ADMINISTRACION","F",81.49,20,61.62,161.62
2176,"TIC","M",89.76,22,78.11,178.11
2177,"CIVIL","F",87.08,21,61.63,161.63
2178,"INFORMATICA","F",88.91,22,59.67,159.67
2179,"BIOQUIMICA","M",83.92,20,79.49,179.49
2180,"ARQUITECTURA","F",89.96,22,60.99,160.99
2181,"ARQUITECTURA","M",83.73,20,82.67,182.67
2182,"BIOQUIMICA","M",82.46,20,82.4,182.4
2183,"QUIMICA","F",89.88,22,62.37,162.37
2184,"TIC","M",86.96,21,80.38,180.38
2185,"MECANICA","F",87.07,21,60.46,160.46
2186,"INFORMATICA","F",85.09,21,60.11,160.11
2187,"MECATRONICA","F",77.96,19,61.64,161.64
2188,"BIOQUIMICA","F",84.61,21,57.76,157.76
2189,"ADMINISTRACION","M",83.79,20,77.23,177.23
2190,"ELECTRICA","F",86.9,21,62.4,162.4
2191,"INDUSTRIAL","F",78.83,19,60.4,160.4
2192,"QUIMICA","F",88.66,22,63.77,163.77
2193,"INFORMATICA","F",80.78,19,57.65,157.65
2194,"ARQUITECTURA","M",88.18,22,80.6,180.6
2195,"MECANICA","F",88.23,22,57.96,157.96
2196,"INDUSTRIAL","F",90.15,22,57.24,157.24
2197,"ELECTRICA","F",82.71,20,56.13,156.13
2198,"QUIMICA","M",82.22,20,78.24,178.24
2199,"MECATRONICA","F",90.45,22,62.47,162.47
2200,"BIOQUIMICA","M",81.66,20,79.2,179.2
2201,"TIC","M",83.68,20,80.04,180.04
2202,"ARQUITECTURA","M",81.9,20,80.28,180.28
2203,"ELECTRONICA","M",89.01,22,76.17,176.17
2204,"MECANICA","F",86.4,21,60.1,160.1
2205,"INDUSTRIAL","M",81.29,20,72.65,172.65
2206,"ADMINISTRACION","F",85.71,21,62.19,162.19
2207,"CIVIL","M",86.42,21,74.61,174.61
2208,"INDUSTRIAL","M",83,20,79.15,179.15
2209,"CIVIL","M",87.66,21,80.58,180.58
2210,"TIC","M",84.61,21,82.09,182.09
2211,"CIVIL","M",89,22,83.59,183.59
2212,"ADMINISTRACION","M",82.18,20,82,182
2213,"ARQUITECTURA","F",81.49,20,61.29,161.29
2214,"ELECTRICA","M",82.76,20,82.83,182.83
2215,"QUIMICA","F",86.87,21,61.73,161.73
2216,"BIOQUIMICA","M",81.41,20,82.75,182.75
2217,"MECANICA","F",86.88,21,58.49,158.49
2218,"MECATRONICA","M",87.42,21,76.97,176.97
2219,"CIVIL","F",86.92,21,59.43,159.43
2220,"MECATRONICA","F",87.57,21,60.89,160.89
2221,"CIVIL","M",86.93,21,75.95,175.95
2222,"ELECTRICA","M",84.52,21,83.75,183.75
2223,"SISTEMAS","M",82.21,20,79.07,179.07
2224,"MECATRONICA","M",81.16,20,81.74,181.74
2225,"SISTEMAS","M",88.03,22,81.86,181.86
2226,"TIC","F",88.11,22,59.08,159.08
2227,"CIVIL","M",82.03,20,78.09,178.09
2228,"SISTEMAS","F",87.13,21,58.13,158.13
2229,"QUIMICA","M",87.37,21,82.82,182.82
2230,"INFORMATICA","M",86.37,21,87.28,187.28
2231,"MECATRONICA","F",84.84,21,61.06,161.06
2232,"CIVIL","F",85.22,21,56.66,156.66
2233,"CIVIL","F",85.64,21,58.21,158.21
2234,"INDUSTRIAL","M",80.13,19,78.16,178.16
2235,"INDUSTRIAL","M",81.19,20,80.95,180.95
2236,"MECANICA","M",84.86,21,78.07,178.07
2237,"INDUSTRIAL","M",82.77,20,77.66,177.66
2238,"BIOQUIMICA","F",85.02,21,61.33,161.33
2239,"ELECTRICA","M",88.08,22,78.61,178.61
2240,"BIOQUIMICA","M",86.54,21,77.6,177.6
2241,"INFORMATICA","F",81.43,20,62.33,162.33
2242,"MECATRONICA","M",84.89,21,86.12,186.12
2243,"ELECTRONICA","F",75.95,18,60.95,160.95
2244,"INFORMATICA","F",88.47,22,58.37,158.37
2245,"INFORMATICA","F",83.06,20,60.36,160.36
2246,"MECANICA","M",83.04,20,80.19,180.19
2247,"MECANICA","M",89.97,22,78.88,178.88
2248,"ARQUITECTURA","F",85.73,21,61.54,161.54
2249,"QUIMICA","M",86.16,21,79.14,179.14
2250,"MECATRONICA","F",84.06,20,61.68,161.68
2251,"MECANICA","F",86.2,21,59.37,159.37
2252,"MECANICA","M",84.87,21,77.22,177.22
2253,"INDUSTRIAL","M",83.14,20,73.89,173.89
2254,"MECANICA","F",86.19,21,62.76,162.76
2255,"BIOQUIMICA","F",84.58,21,59.87,159.87
2256,"MECANICA","F",86.24,21,61.01,161.01
2257,"QUIMICA","M",93.85,23,82.13,182.13
2258,"ELECTRONICA","F",88.37,22,60.08,160.08
2259,"ELECTRONICA","F",90.82,22,62.89,162.89
2260,"TIC","M",83.38,20,79.17,179.17
2261,"MECANICA","F",87.6,21,57.74,157.74
2262,"MECANICA","F",87.96,22,60.88,160.88
2263,"MECANICA","F",88.56,22,58.94,158.94
2264,"BIOQUIMICA","F",92.09,23,56.35,156.35
2265,"CIVIL","M",89.95,22,75.07,175.07
2266,"INFORMATICA","M",94.44,23,82.88,182.88
2267,"ELECTRONICA","M",93.98,23,79.75,179.75
2268,"ARQUITECTURA","M",87.41,21,76.41,176.41
2269,"ELECTRICA","M",85.34,21,80.61,180.61
2270,"INDUSTRIAL","F",79.06,19,63.84,163.84
2271,"ELECTRONICA","M",86.57,21,80.73,180.73
2272,"BIOQUIMICA","F",83.95,20,60.45,160.45
2273,"MECATRONICA","F",81.64,20,58.78,158.78
2274,"SISTEMAS","M",89.99,22,76.48,176.48
2275,"INFORMATICA","F",88.8,22,58.19,158.19
2276,"ELECTRICA","M",88.63,22,79.52,179.52
2277,"CIVIL","F",82.11,20,60.13,160.13
2278,"INFORMATICA","M",91.2,23,82.7,182.7
2279,"ELECTRICA","F",93.34,23,58.66,158.66
2280,"QUIMICA","M",88.73,22,80.65,180.65
2281,"SISTEMAS","M",89.1,22,83.02,183.02
2282,"INFORMATICA","M",90.08,22,80.39,180.39
2283,"MECATRONICA","M",88.74,22,77.22,177.22
2284,"ARQUITECTURA","M",90.77,22,80.66,180.66
2285,"ARQUITECTURA","M",85.41,21,82.03,182.03
2286,"QUIMICA","M",83.92,20,79.28,179.28
2287,"INFORMATICA","F",80.22,19,63.98,163.98
2288,"INFORMATICA","M",79.77,19,80.35,180.35
2289,"TIC","F",84.55,21,59.99,159.99
2290,"MECATRONICA","M",78.68,19,82.72,182.72
2291,"MECANICA","F",89.5,22,62.32,162.32
2292,"ELECTRICA","M",92.23,23,78.46,178.46
2293,"MECANICA","F",86.23,21,62.68,162.68
2294,"QUIMICA","M",82.39,20,77.37,177.37
2295,"ADMINISTRACION","M",83.8,20,69.61,169.61
2296,"SISTEMAS","F",86.59,21,60.26,160.26
2297,"ELECTRONICA","F",82.39,20,58.86,158.86
2298,"INFORMATICA","M",83.29,20,82.07,182.07
2299,"BIOQUIMICA","F",86.46,21,59.45,159.45
2300,"ARQUITECTURA","F",88.66,22,62.02,162.02
2301,"MECANICA","M",83.04,20,79.6,179.6
2302,"MECATRONICA","M",84.33,21,79.35,179.35
2303,"INDUSTRIAL","M",80.37,19,77,177
2304,"INDUSTRIAL","M",84.32,21,77.52,177.52
2305,"BIOQUIMICA","M",85.49,21,80.47,180.47
2306,"ELECTRICA","M",93.57,23,83.18,183.18
2307,"MECANICA","M",87.74,22,78.77,178.77
2308,"SISTEMAS","M",87.41,21,80.44,180.44
2309,"BIOQUIMICA","M",89.53,22,78.5,178.5
2310,"ELECTRICA","F",78.8,19,55.38,155.38
2311,"INDUSTRIAL","F",84.6,21,61.88,161.88
2312,"ELECTRICA","M",82.33,20,79.59,179.59
2313,"ELECTRONICA","F",80.14,19,56,156
2314,"TIC","M",86.97,21,79.05,179.05
2315,"BIOQUIMICA","F",89.74,22,56.66,156.66
2316,"MECANICA","M",88.47,22,82.64,182.64
2317,"ARQUITECTURA","M",89.93,22,78.19,178.19
2318,"SISTEMAS","M",92.01,23,79.64,179.64
2319,"INDUSTRIAL","F",89.54,22,61.15,161.15
2320,"SISTEMAS","F",83.66,20,55.92,155.92
2321,"ADMINISTRACION","F",81.92,20,57.47,157.47
2322,"CIVIL","M",75.42,18,85.83,185.83
2323,"SISTEMAS","M",88.59,22,80.53,180.53
2324,"SISTEMAS","M",90.34,22,77.28,177.28
2325,"CIVIL","F",86.97,21,63.66,163.66
2326,"CIVIL","F",86.34,21,57.24,157.24
2327,"ELECTRICA","F",85.5,21,60.19,160.19
2328,"ARQUITECTURA","F",87.45,21,57.89,157.89
2329,"BIOQUIMICA","F",86.9,21,58.81,158.81
2330,"BIOQUIMICA","F",82.23,20,59.6,159.6
2331,"INDUSTRIAL","F",93.82,23,60.77,160.77
2332,"SISTEMAS","M",86.96,21,79.59,179.59
2333,"ADMINISTRACION","M",87.69,21,77.05,177.05
2334,"QUIMICA","M",91.02,22,80.16,180.16
2335,"CIVIL","F",87.2,21,59.03,159.03
2336,"ADMINISTRACION","F",85.81,21,61.05,161.05
2337,"ADMINISTRACION","M",83.16,20,82.29,182.29
2338,"TIC","M",89.3,22,76.02,176.02
2339,"INFORMATICA","F",88.76,22,64.58,164.58
2340,"ARQUITECTURA","M",80.4,19,77.04,177.04
2341,"TIC","M",83.8,20,75.45,175.45
2342,"BIOQUIMICA","M",86.95,21,80.95,180.95
2343,"QUIMICA","M",86.37,21,80.17,180.17
2344,"INFORMATICA","F",79.05,19,64.94,164.94
2345,"ELECTRICA","F",89.7,22,61.98,161.98
2346,"CIVIL","F",85.13,21,56.56,156.56
2347,"QUIMICA","F",87.47,21,57.51,157.51
2348,"INDUSTRIAL","M",87.09,21,77.82,177.82
2349,"MECATRONICA","M",84.56,21,81.81,181.81
2350,"ADMINISTRACION","F",83.79,20,60.57,160.57
2351,"TIC","M",87.51,21,81.78,181.78
2352,"ARQUITECTURA","F",85.51,21,56.25,156.25
2353,"QUIMICA","M",88.3,22,82.7,182.7
2354,"BIOQUIMICA","F",84.34,21,61.25,161.25
2355,"BIOQUIMICA","F",83.05,20,62.39,162.39
2356,"QUIMICA","F",89.01,22,58.51,158.51
2357,"ELECTRONICA","M",87.22,21,79.88,179.88
2358,"CIVIL","M",85.08,21,80.78,180.78
2359,"MECANICA","F",85.46,21,58.91,158.91
2360,"MECANICA","M",84.82,21,81.06,181.06
2361,"BIOQUIMICA","M",83.77,20,81.11,181.11
2362,"ELECTRONICA","F",90.5,22,60.16,160.16
2363,"SISTEMAS","M",83.46,20,74.41,174.41
2364,"MECATRONICA","F",85.51,21,58.92,158.92
2365,"CIVIL","F",87.21,21,60.89,160.89
2366,"MECANICA","M",82.08,20,82.05,182.05
2367,"QUIMICA","F",82.87,20,61.1,161.1
2368,"MECANICA","F",82.97,20,63.09,163.09
2369,"INFORMATICA","F",84.77,21,57.11,157.11
2370,"ADMINISTRACION","F",85.24,21,58.27,158.27
2371,"ELECTRONICA","F",84.09,20,61.45,161.45
2372,"QUIMICA","M",92.69,23,80.77,180.77
2373,"INFORMATICA","M",93.24,23,79.75,179.75
2374,"MECATRONICA","M",83.7,20,78.96,178.96
2375,"INFORMATICA","F",88.83,22,63.6,163.6
2376,"INFORMATICA","M",89.21,22,85.48,185.48
2377,"INDUSTRIAL","F",83.93,20,58.65,158.65
2378,"BIOQUIMICA","M",85.86,21,84.17,184.17
2379,"ELECTRICA","M",84.42,21,82.87,182.87
2380,"QUIMICA","M",83.45,20,74.35,174.35
2381,"ADMINISTRACION","M",84.09,20,74.87,174.87
2382,"CIVIL","M",87.32,21,81.99,181.99
2383,"TIC","F",83.92,20,54.97,154.97
2384,"MECANICA","F",82.29,20,60.58,160.58
2385,"SISTEMAS","F",87.48,21,62.32,162.32
2386,"INDUSTRIAL","M",85.2,21,81.48,181.48
2387,"SISTEMAS","M",88.41,22,80.51,180.51
2388,"MECATRONICA","M",94.75,24,76.25,176.25
2389,"ELECTRONICA","F",78.23,19,58.77,158.77
2390,"CIVIL","F",91.16,22,59,159
2391,"SISTEMAS","F",88.25,22,57.55,157.55
2392,"ELECTRONICA","M",86.77,21,74.2,174.2
2393,"CIVIL","F",87.3,21,60.04,160.04
2394,"BIOQUIMICA","M",89.62,22,80.2,180.2
2395,"TIC","F",88,22,61.25,161.25
2396,"INFORMATICA","M",86.09,21,79.07,179.07
2397,"MECATRONICA","F",89.61,22,61.43,161.43
2398,"ELECTRONICA","F",87.65,21,59.47,159.47
2399,"ELECTRONICA","M",89.88,22,77.07,177.07
2400,"ELECTRICA","M",85.59,21,84.45,184.45
2401,"MECATRONICA","M",80.66,19,82.22,182.22
2402,"MECANICA","M",83.99,20,79.75,179.75
2403,"QUIMICA","M",85.64,21,77.51,177.51
2404,"ELECTRONICA","F",86.6,21,59.96,159.96
2405,"QUIMICA","F",83.68,20,56.11,156.11
2406,"ADMINISTRACION","M",88.14,22,84.66,184.66
2407,"INDUSTRIAL","F",88.61,22,58.34,158.34
2408,"INDUSTRIAL","F",82.8,20,61.93,161.93
2409,"ARQUITECTURA","F",83.44,20,58.78,158.78
2410,"INFORMATICA","M",85.2,21,81.47,181.47
2411,"MECANICA","F",87.35,21,63.49,163.49
2412,"INFORMATICA","M",89.1,22,84.81,184.81
2413,"SISTEMAS","F",84.9,21,61.37,161.37
2414,"ARQUITECTURA","M",82.1,20,85.48,185.48
2415,"BIOQUIMICA","F",85.34,21,58.34,158.34
2416,"INFORMATICA","M",84.96,21,78.75,178.75
2417,"QUIMICA","M",82.63,20,84.83,184.83
2418,"ARQUITECTURA","F",87.8,22,60.55,160.55
2419,"QUIMICA","M",86.35,21,78.79,178.79
2420,"SISTEMAS","M",83.56,20,79.44,179.44
2421,"QUIMICA","F",93.05,23,61.84,161.84
2422,"ADMINISTRACION","F",91.93,23,58.25,158.25
2423,"ELECTRICA","M",88.65,22,78.28,178.28
2424,"ADMINISTRACION","M",85.86,21,82.59,182.59
2425,"ARQUITECTURA","M",89.73,22,73.28,173.28
2426,"ADMINISTRACION","F",88.28,22,58.24,158.24
2427,"ELECTRONICA","F",88.48,22,60.1,160.1
2428,"SISTEMAS","F",85.64,21,54.2,154.2
2429,"SISTEMAS","F",85.23,21,62.84,162.84
2430,"INFORMATICA","F",88.32,22,62.53,162.53
2431,"MECATRONICA","F",81.54,20,61.09,161.09
2432,"MECANICA","M",95.15,24,85.56,185.56
2433,"ELECTRICA","F",86.52,21,62.47,162.47
2434,"TIC","M",85.48,21,80.46,180.46
2435,"BIOQUIMICA","F",92.01,23,52.91,152.91
2436,"BIOQUIMICA","M",86.39,21,78.68,178.68
2437,"MECANICA","F",88.15,22,55.08,155.08
2438,"ELECTRONICA","M",88.71,22,80.73,180.73
2439,"QUIMICA","M",94.28,23,80.96,180.96
2440,"INFORMATICA","F",90.82,22,63.7,163.7
2441,"ADMINISTRACION","M",83.28,20,75.96,175.96
2442,"ELECTRICA","M",87.04,21,82,182
2443,"CIVIL","M",83.09,20,76.69,176.69
2444,"INFORMATICA","F",86.47,21,63.06,163.06
2445,"INDUSTRIAL","F",88.63,22,55.2,155.2
2446,"MECATRONICA","F",84.19,20,55.22,155.22
2447,"QUIMICA","F",82.2,20,55.9,155.9
2448,"TIC","M",83.23,20,80.64,180.64
2449,"QUIMICA","M",86.45,21,76.3,176.3
2450,"INFORMATICA","F",88.29,22,55.39,155.39
2451,"ELECTRONICA","F",92.61,23,57.94,157.94
2452,"INFORMATICA","F",90.64,22,59.59,159.59
2453,"ELECTRONICA","M",89.89,22,75.97,175.97
2454,"INDUSTRIAL","M",85.85,21,74.33,174.33
2455,"INDUSTRIAL","M",80.07,19,84.54,184.54
2456,"BIOQUIMICA","M",89.08,22,80.5,180.5
2457,"BIOQUIMICA","M",91.19,22,79.81,179.81
2458,"TIC","F",82.94,20,61.23,161.23
2459,"BIOQUIMICA","F",83.82,20,60.11,160.11
2460,"ARQUITECTURA","F",89.03,22,60.11,160.11
2461,"MECATRONICA","F",80.81,20,59.85,159.85
2462,"SISTEMAS","F",87.42,21,61.66,161.66
2463,"ELECTRONICA","F",86.61,21,59.12,159.12
2464,"ADMINISTRACION","M",79.79,19,83.31,183.31
2465,"ELECTRICA","M",87.12,21,78.12,178.12
2466,"BIOQUIMICA","M",79.88,19,78,178
2467,"CIVIL","M",86.16,21,79.03,179.03
2468,"ARQUITECTURA","F",93.7,23,63.14,163.14
2469,"ARQUITECTURA","F",90.1,22,56.41,156.41
2470,"ARQUITECTURA","F",93.34,23,63.93,163.93
2471,"MECATRONICA","M",82.12,20,73.82,173.82
2472,"CIVIL","M",85.63,21,78.93,178.93
2473,"ADMINISTRACION","M",87.19,21,82.42,182.42
2474,"ELECTRICA","M",90.26,22,79.67,179.67
2475,"ELECTRICA","M",88.37,22,79.84,179.84
2476,"BIOQUIMICA","M",83.7,20,82.29,182.29
2477,"MECATRONICA","F",87.93,22,61.83,161.83
2478,"QUIMICA","F",81.87,20,58.97,158.97
2479,"MECANICA","M",82.12,20,80.99,180.99
2480,"CIVIL","F",82.8,20,57.28,157.28
2481,"ELECTRICA","F",92.66,23,58.03,158.03
2482,"SISTEMAS","M",82.68,20,82.36,182.36
2483,"CIVIL","F",89.83,22,60.17,160.17
2484,"INFORMATICA","F",79.66,19,62.02,162.02
2485,"INFORMATICA","F",87.66,21,60.31,160.31
2486,"BIOQUIMICA","M",87.79,22,82.01,182.01
2487,"TIC","M",88.61,22,80.62,180.62
2488,"MECANICA","F",81.66,20,62.29,162.29
2489,"MECANICA","F",81.44,20,60.21,160.21
2490,"ELECTRONICA","F",89.47,22,60.8,160.8
2491,"ELECTRONICA","M",84.84,21,77.28,177.28
2492,"ELECTRONICA","F",85.23,21,64.06,164.06
2493,"MECATRONICA","M",88.29,22,81.28,181.28
2494,"TIC","M",90.06,22,82.96,182.96
2495,"ARQUITECTURA","F",82,20,59.86,159.86
2496,"ELECTRICA","M",89.17,22,78.06,178.06
2497,"MECATRONICA","F",87.18,21,61.78,161.78
2498,"ELECTRICA","F",85.78,21,58.5,158.5
2499,"INFORMATICA","F",94.41,23,60.58,160.58
2500,"ARQUITECTURA","F",86.16,21,60.51,160.51
2501,"MECATRONICA","M",84.76,21,78.43,178.43
2502,"ADMINISTRACION","M",88.75,22,78.61,178.61
2503,"INDUSTRIAL","F",86.64,21,56.27,156.27
2504,"SISTEMAS","M",86.23,21,81.31,181.31
2505,"INDUSTRIAL","M",85.25,21,84.62,184.62
2506,"ARQUITECTURA","F",80.66,19,60.62,160.62
2507,"MECANICA","F",89.96,22,63.05,163.05
2508,"INDUSTRIAL","F",86.03,21,57.75,157.75
2509,"QUIMICA","F",90.37,22,65.49,165.49
2510,"INFORMATICA","F",93.64,23,60.98,160.98
2511,"TIC","F",82.59,20,59.8,159.8
2512,"INDUSTRIAL","F",88.7,22,62.25,162.25
2513,"ELECTRICA","M",92.11,23,77.21,177.21
2514,"ARQUITECTURA","F",84.35,21,61.18,161.18
2515,"ELECTRONICA","F",91,22,60.04,160.04
2516,"MECATRONICA","F",80.52,19,59.65,159.65
2517,"ELECTRICA","F",81.86,20,57.53,157.53
2518,"SISTEMAS","F",81.52,20,57.41,157.41
2519,"INFORMATICA","F",88.92,22,62.3,162.3
2520,"INFORMATICA","F",88.14,22,61.52,161.52
2521,"MECATRONICA","M",81,20,75.88,175.88
2522,"CIVIL","M",80.37,19,74.03,174.03
2523,"SISTEMAS","F",82.76,20,61.94,161.94
2524,"ELECTRONICA","F",87.8,22,61.51,161.51
2525,"CIVIL","F",82.61,20,64.44,164.44
