"","juegos","lugar","categoria"
"3688",1998,438,"C"
"3689",1749,615,"D"
"3690",1829,660,"D"
"3691",2630,50,"A"
"3692",2939,1,"A"
"3693",1471,884,"E"
"3694",2316,322,"B"
"3695",2796,188,"A"
"3696",2287,357,"B"
"3697",2551,14,"A"
"3698",2577,150,"A"
"3699",2164,370,"B"
"3700",1625,790,"D"
"3701",1883,428,"C"
"3702",2180,268,"B"
"3703",2088,446,"C"
"3704",1988,551,"C"
"3705",2690,7,"A"
"3706",3240,121,"A"
"3707",2216,276,"B"
"3708",1801,737,"D"
"3709",2742,27,"A"
"3710",1550,985,"E"
"3711",2356,356,"B"
"3712",2581,141,"A"
"3713",2128,393,"B"
"3714",1972,533,"C"
"3715",1911,505,"C"
"3716",1931,437,"C"
"3717",1711,615,"D"
"3718",1535,880,"E"
"3719",1587,740,"D"
"3720",2106,499,"C"
"3721",2532,94,"A"
"3722",2684,122,"A"
"3723",2218,239,"B"
"3724",1832,665,"D"
"3725",1319,940,"E"
"3726",1732,652,"D"
"3727",2971,111,"A"
"3728",2114,486,"C"
"3729",1680,656,"D"
"3730",2220,219,"B"
"3731",1973,489,"C"
"3732",2486,5,"A"
"3733",1317,874,"E"
"3734",2107,467,"C"
"3735",2090,521,"C"
"3736",1700,757,"D"
"3737",2081,411,"C"
"3738",2822,141,"A"
"3739",2062,430,"C"
"3740",1590,605,"D"
"3741",2671,110,"A"
"3742",1969,516,"C"
"3743",2303,294,"B"
"3744",2066,556,"C"
"3745",1561,854,"E"
"3746",2066,570,"C"
"3747",2544,174,"A"
"3748",2171,276,"B"
"3749",1768,755,"D"
"3750",2075,560,"C"
"3751",1815,691,"D"
"3752",2007,517,"C"
"3753",1642,736,"D"
"3754",1619,655,"D"
"3755",1866,491,"C"
"3756",2029,490,"C"
"3757",2170,356,"B"
"3758",1502,862,"E"
"3759",1813,713,"D"
"3760",1886,510,"C"
"3761",2449,125,"A"
"3762",1909,585,"C"
"3763",2560,69,"A"
"3764",2504,200,"A"
"3765",1570,946,"E"
"3766",1660,722,"D"
"3767",1913,597,"C"
"3768",1859,615,"D"
"3769",2385,335,"B"
"3770",1707,687,"D"
"3771",2840,143,"A"
"3772",1614,784,"D"
"3773",1930,464,"C"
"3774",2420,37,"A"
"3775",2059,560,"C"
"3776",1279,857,"E"
"3777",2341,219,"B"
"3778",1321,856,"E"
"3779",2064,470,"C"
"3780",485,919,"E"
"3781",2352,225,"B"
"3782",2101,437,"C"
"3783",1633,770,"D"
"3784",1795,693,"D"
"3785",1477,894,"E"
"3786",1455,948,"E"
"3787",1559,891,"E"
"3788",2474,69,"A"
"3789",2389,394,"B"
"3790",1158,969,"E"
"3791",2049,526,"C"
"3792",2407,207,"B"
"3793",2203,263,"B"
"3794",1359,914,"E"
"3795",2651,45,"A"
"3796",1969,441,"C"
"3797",2218,382,"B"
"3798",2488,163,"A"
"3799",2440,200,"A"
"3800",2432,194,"A"
"3801",2818,138,"A"
"3802",1820,648,"D"
"3803",1840,729,"D"
"3804",1603,650,"D"
"3805",1529,864,"E"
"3806",1456,997,"E"
"3807",1674,689,"D"
"3808",1429,847,"E"
"3809",2027,438,"C"
"3810",2280,230,"B"
"3811",2112,403,"C"
"3812",1705,759,"D"
"3813",1649,726,"D"
"3814",1899,436,"C"
"3815",2298,244,"B"
"3816",1556,872,"E"
"3817",2448,104,"A"
"3818",1878,567,"C"
"3819",2402,278,"B"
"3820",2384,321,"B"
"3821",1525,967,"E"
"3822",2168,242,"B"
"3823",2356,215,"B"
"3824",2462,183,"A"
"3825",1628,681,"D"
"3826",1998,558,"C"
"3827",1983,406,"C"
"3828",2304,295,"B"
"3829",1929,462,"C"
"3830",2374,262,"B"
"3831",1487,867,"E"
"3832",1898,407,"C"
"3833",1478,806,"E"
"3834",1243,958,"E"
"3835",1455,883,"E"
"3836",1335,960,"E"
"3837",2469,131,"A"
"3838",2255,258,"B"
"3839",1715,767,"D"
"3840",1958,412,"C"
"3841",2328,299,"B"
"3842",2225,330,"B"
"3843",2487,162,"A"
"3844",1790,628,"D"
"3845",2347,396,"B"
"3846",1510,915,"E"
"3847",2250,242,"B"
"3848",2039,580,"C"
"3849",2092,558,"C"
"3850",2509,186,"A"
"3851",2142,233,"B"
"3852",1860,705,"D"
"3853",2805,194,"A"
"3854",2457,176,"A"
"3855",2672,152,"A"
"3856",2124,265,"B"
"3857",1977,457,"C"
"3858",2157,289,"B"
"3859",1439,812,"E"
"3860",2305,372,"B"
"3861",1919,575,"C"
"3862",1115,876,"E"
"3863",2122,279,"B"
"3864",2257,359,"B"
"3865",2452,165,"A"
"3866",1808,603,"D"
"3867",2959,64,"A"
"3868",3398,14,"A"
"3869",2044,453,"C"
"3870",1434,819,"E"
"3871",3183,41,"A"
"3872",2946,179,"A"
"3873",2251,359,"B"
"3874",2362,224,"B"
"3875",1859,604,"D"
"3876",2568,127,"A"
"3877",1718,607,"D"
"3878",1554,992,"E"
"3879",2790,48,"A"
"3880",2276,399,"B"
"3881",1768,794,"D"
"3882",1668,698,"D"
"3883",1437,870,"E"
"3884",1704,603,"D"
"3885",1731,722,"D"
"3886",1020,857,"E"
"3887",2341,359,"B"
"3888",1846,707,"D"
"3889",2679,75,"A"
"3890",1666,775,"D"
"3891",2682,124,"A"
"3892",1954,521,"C"
"3893",3304,118,"A"
"3894",2232,382,"B"
"3895",1293,999,"E"
"3896",1489,873,"E"
"3897",2678,122,"A"
"3898",1741,631,"D"
"3899",1793,703,"D"
"3900",2005,455,"C"
"3901",2222,224,"B"
"3902",1999,493,"C"
"3903",1815,607,"D"
"3904",2611,113,"A"
"3905",1260,953,"E"
"3906",798,828,"E"
"3907",1935,495,"C"
"3908",2134,363,"B"
"3909",2068,563,"C"
"3910",1763,611,"D"
"3911",2588,118,"A"
"3912",1874,554,"C"
"3913",2492,171,"A"
"3914",1685,626,"D"
"3915",1546,923,"E"
"3916",2870,12,"A"
"3917",2079,437,"C"
"3918",1250,959,"E"
"3919",2260,308,"B"
"3920",2011,434,"C"
"3921",1562,886,"E"
"3922",2498,61,"A"
"3923",2060,564,"C"
"3924",1424,976,"E"
"3925",2525,139,"A"
"3926",3082,124,"A"
"3927",2871,132,"A"
"3928",1734,657,"D"
"3929",1015,886,"E"
"3930",2413,59,"A"
"3931",2539,8,"A"
"3932",2258,245,"B"
"3933",1480,856,"E"
"3934",2212,380,"B"
"3935",2395,248,"B"
"3936",2185,295,"B"
"3937",2520,166,"A"
"3938",1991,521,"C"
"3939",1699,663,"D"
"3940",1212,977,"E"
"3941",2076,567,"C"
"3942",1059,852,"E"
"3943",2568,88,"A"
"3944",3017,193,"A"
"3945",1874,570,"C"
"3946",2609,133,"A"
"3947",1727,627,"D"
"3948",1707,703,"D"
"3949",2174,301,"B"
"3950",1424,880,"E"
"3951",2959,45,"A"
"3952",2744,164,"A"
"3953",2469,8,"A"
"3954",2256,375,"B"
"3955",2497,60,"A"
"3956",2604,95,"A"
"3957",1528,895,"E"
"3958",2676,199,"A"
"3959",2187,396,"B"
"3960",1856,613,"D"
"3961",2268,307,"B"
"3962",1774,690,"D"
"3963",1933,519,"C"
"3964",1666,798,"D"
"3965",1752,787,"D"
"3966",2588,182,"A"
"3967",2035,513,"C"
"3968",2345,212,"B"
"3969",1662,800,"D"
"3970",1642,704,"D"
"3971",1975,589,"C"
"3972",2392,312,"B"
"3973",1644,659,"D"
"3974",1421,862,"E"
"3975",2464,12,"A"
"3976",1653,729,"D"
"3977",1929,430,"C"
"3978",2782,35,"A"
"3979",2078,588,"C"
"3980",2862,33,"A"
"3981",2619,64,"A"
"3982",1606,745,"D"
"3983",1976,521,"C"
"3984",2455,148,"A"
"3985",1751,753,"D"
"3986",2124,227,"B"
"3987",2901,22,"A"
"3988",1176,866,"E"
"3989",2084,478,"C"
"3990",2334,358,"B"
"3991",1714,726,"D"
"3992",1501,820,"E"
"3993",2602,200,"A"
"3994",1703,746,"D"
"3995",2447,69,"A"
"3996",1617,631,"D"
"3997",2130,231,"B"
"3998",2103,524,"C"
"3999",1565,836,"E"
"4000",2371,208,"B"
"4001",1835,609,"D"
"4002",830,925,"E"
"4003",2329,238,"B"
"4004",1719,688,"D"
"4005",1584,725,"D"
"4006",1945,561,"C"
"4007",1700,694,"D"
"4008",1752,670,"D"
"4009",1755,703,"D"
"4010",2275,219,"B"
"4011",1334,859,"E"
"4012",2411,81,"A"
"4013",1386,967,"E"
"4014",2634,197,"A"
"4015",2087,582,"C"
"4016",2114,507,"C"
"4017",2007,454,"C"
"4018",1810,796,"D"
"4019",2052,596,"C"
"4020",2219,250,"B"
"4021",895,889,"E"
"4022",2842,30,"A"
"4023",2265,265,"B"
"4024",2431,121,"A"
"4025",2504,165,"A"
"4026",2325,225,"B"
"4027",1517,989,"E"
"4028",2152,390,"B"
"4029",1411,996,"E"
"4030",2442,96,"A"
"4031",2068,561,"C"
"4032",2280,280,"B"
"4033",1711,712,"D"
"4034",1323,879,"E"
"4035",2537,152,"A"
"4036",2229,354,"B"
"4037",1837,768,"D"
"4038",1938,480,"C"
"4039",2859,132,"A"
"4040",1748,642,"D"
"4041",2020,564,"C"
"4042",2463,23,"A"
"4043",2464,117,"A"
"4044",1694,714,"D"
"4045",2123,326,"B"
"4046",2074,589,"C"
"4047",2198,374,"B"
"4048",1311,899,"E"
"4049",1356,949,"E"
"4050",2508,117,"A"
"4051",2169,396,"B"
"4052",2175,233,"B"
"4053",1707,653,"D"
"4054",2276,331,"B"
"4055",1708,641,"D"
"4056",2330,397,"B"
"4057",2175,226,"B"
"4058",1735,686,"D"
"4059",2472,16,"A"
"4060",2322,220,"B"
"4061",1944,436,"C"
"4062",1792,751,"D"
"4063",1596,678,"D"
"4064",1674,798,"D"
"4065",1795,797,"D"
"4066",1650,625,"D"
"4067",3219,136,"A"
"4068",2485,178,"A"
"4069",1799,608,"D"
"4070",2455,35,"A"
"4071",2028,438,"C"
"4072",1678,688,"D"
"4073",1615,624,"D"
"4074",1197,817,"E"
"4075",2474,178,"A"
"4076",2045,434,"C"
"4077",1990,409,"C"
"4078",1890,489,"C"
"4079",2518,29,"A"
"4080",1435,893,"E"
"4081",1729,603,"D"
"4082",2181,274,"B"
"4083",1571,880,"E"
"4084",2162,365,"B"
"4085",2386,341,"B"
"4086",2379,331,"B"
"4087",1922,539,"C"
"4088",2159,284,"B"
"4089",2738,48,"A"
"4090",1694,745,"D"
"4091",2559,144,"A"
"4092",1941,476,"C"
"4093",1624,671,"D"
"4094",2306,303,"B"
"4095",2309,288,"B"
"4096",2185,361,"B"
"4097",2154,396,"B"
"4098",2837,117,"A"
"4099",1290,885,"E"
"4100",1468,877,"E"
"4101",2501,102,"A"
"4102",2316,271,"B"
"4103",1881,503,"C"
"4104",1617,766,"D"
"4105",2175,263,"B"
"4106",1272,869,"E"
"4107",2912,56,"A"
"4108",1914,462,"C"
"4109",1556,947,"E"
"4110",1155,937,"E"
"4111",2363,375,"B"
"4112",1586,639,"D"
"4113",1828,765,"D"
"4114",1925,504,"C"
"4115",1963,497,"C"
"4116",2025,546,"C"
"4117",2359,386,"B"
"4118",2551,13,"A"
"4119",1780,750,"D"
"4120",1317,827,"E"
"4121",2035,450,"C"
"4122",2250,339,"B"
"4123",1077,857,"E"
"4124",2787,44,"A"
"4125",2140,314,"B"
"4126",1349,846,"E"
"4127",2174,256,"B"
"4128",1338,805,"E"
"4129",2076,402,"C"
"4130",1278,833,"E"
"4131",2493,5,"A"
"4132",1253,920,"E"
"4133",1784,650,"D"
"4134",1807,788,"D"
"4135",1926,556,"C"
"4136",2049,496,"C"
"4137",2155,266,"B"
"4138",1962,567,"C"
"4139",3773,191,"A"
"4140",2345,205,"B"
"4141",2599,159,"A"
"4142",2470,33,"A"
"4143",2341,365,"B"
"4144",2111,547,"C"
"4145",1951,423,"C"
"4146",1952,465,"C"
"4147",2647,173,"A"
"4148",1910,589,"C"
"4149",1488,933,"E"
"4150",2345,244,"B"
"4151",1875,577,"C"
"4152",2063,439,"C"
"4153",2268,302,"B"
"4154",1186,926,"E"
"4155",2035,526,"C"
"4156",1707,713,"D"
"4157",2002,430,"C"
"4158",1579,789,"D"
"4159",1597,750,"D"
"4160",3098,169,"A"
"4161",2397,210,"B"
"4162",1450,922,"E"
"4163",2112,579,"C"
"4164",1672,634,"D"
"4165",2690,143,"A"
"4166",2132,232,"B"
"4167",2360,233,"B"
"4168",1699,625,"D"
"4169",2094,410,"C"
"4170",1528,962,"E"
"4171",1494,825,"E"
"4172",2994,132,"A"
"4173",2315,352,"B"
"4174",2493,190,"A"
"4175",1936,544,"C"
"4176",2368,348,"B"
"4177",1915,545,"C"
"4178",1632,721,"D"
"4179",1638,788,"D"
"4180",1520,917,"E"
"4181",3217,19,"A"
"4182",2701,197,"A"
"4183",1807,654,"D"
"4184",1753,761,"D"
"4185",2155,394,"B"
"4186",2919,95,"A"
"4187",1939,464,"C"
"4188",2318,276,"B"
"4189",2073,509,"C"
"4190",2123,369,"B"
"4191",2996,139,"A"
"4192",1663,736,"D"
"4193",2250,276,"B"
"4194",2954,36,"A"
"4195",1316,977,"E"
"4196",1449,924,"E"
"4197",2358,349,"B"
"4198",2773,15,"A"
"4199",1276,939,"E"
"4200",2058,543,"C"
"4201",1497,882,"E"
"4202",782,851,"E"
"4203",1290,874,"E"
"4204",1336,838,"E"
"4205",2791,187,"A"
"4206",2364,251,"B"
"4207",1770,663,"D"
"4208",1853,772,"D"
"4209",2480,15,"A"
"4210",1511,837,"E"
"4211",1684,689,"D"
"4212",1668,613,"D"
"4213",1300,936,"E"
"4214",1098,949,"E"
"4215",2814,99,"A"
"4216",2174,263,"B"
"4217",1371,907,"E"
"4218",2709,164,"A"
"4219",2192,339,"B"
"4220",2045,533,"C"
"4221",2144,276,"B"
"4222",1706,665,"D"
"4223",1854,717,"D"
"4224",2036,457,"C"
"4225",1997,454,"C"
"4226",1593,603,"D"
"4227",2066,435,"C"
"4228",2404,252,"B"
"4229",1649,788,"D"
"4230",2024,424,"C"
"4231",2139,303,"B"
"4232",2793,136,"A"
"4233",1765,666,"D"
"4234",3004,43,"A"
"4235",1782,626,"D"
"4236",2219,251,"B"
"4237",1673,725,"D"
"4238",2096,454,"C"
"4239",2012,464,"C"
"4240",2963,1,"A"
"4241",1811,602,"D"
"4242",2265,380,"B"
"4243",2091,420,"C"
"4244",1513,931,"E"
"4245",1922,587,"C"
"4246",1754,603,"D"
"4247",1882,433,"C"
"4248",1970,444,"C"
"4249",1541,995,"E"
"4250",1553,885,"E"
"4251",1488,972,"E"
"4252",1466,971,"E"
"4253",2340,234,"B"
"4254",2351,265,"B"
"4255",1919,412,"C"
"4256",1685,601,"D"
"4257",1660,739,"D"
"4258",2891,103,"A"
"4259",1827,771,"D"
"4260",1518,916,"E"
"4261",1823,606,"D"
"4262",2022,503,"C"
"4263",1976,526,"C"
"4264",2212,384,"B"
"4265",2074,576,"C"
"4266",3153,146,"A"
"4267",1769,658,"D"
"4268",1681,760,"D"
"4269",1459,802,"E"
"4270",1989,563,"C"
"4271",2161,376,"B"
"4272",2216,300,"B"
"4273",1793,691,"D"
"4274",2803,29,"A"
"4275",985,853,"E"
"4276",1717,695,"D"
"4277",1647,789,"D"
"4278",1246,863,"E"
"4279",1734,621,"D"
"4280",1325,976,"E"
"4281",1584,753,"D"
"4282",2233,312,"B"
"4283",2093,425,"C"
"4284",1786,601,"D"
"4285",2893,193,"A"
"4286",1509,989,"E"
"4287",2464,132,"A"
"4288",2009,576,"C"
"4289",1791,791,"D"
"4290",2655,90,"A"
"4291",2177,310,"B"
"4292",1251,987,"E"
"4293",2355,242,"B"
"4294",1756,763,"D"
"4295",2199,249,"B"
"4296",2669,56,"A"
"4297",1911,557,"C"
"4298",1969,409,"C"
"4299",2166,201,"B"
"4300",2132,309,"B"
"4301",2175,295,"B"
"4302",2358,252,"B"
"4303",2376,235,"B"
"4304",1854,660,"D"
"4305",2516,129,"A"
"4306",2421,177,"A"
"4307",2142,371,"B"
"4308",2467,3,"A"
"4309",1700,694,"D"
"4310",1966,573,"C"
"4311",1625,613,"D"
"4312",2709,48,"A"
"4313",1263,880,"E"
"4314",2734,197,"A"
"4315",1568,958,"E"
"4316",1724,764,"D"
"4317",2239,291,"B"
"4318",1091,927,"E"
"4319",2730,168,"A"
"4320",1384,986,"E"
"4321",1860,754,"D"
"4322",1891,408,"C"
"4323",2264,398,"B"
"4324",2720,66,"A"
"4325",2535,138,"A"
"4326",2906,14,"A"
"4327",2244,361,"B"
"4328",1954,414,"C"
"4329",1933,545,"C"
"4330",2181,384,"B"
"4331",2443,43,"A"
"4332",2356,283,"B"
"4333",3398,61,"A"
"4334",2115,569,"C"
"4335",2184,392,"B"
"4336",1927,427,"C"
"4337",2420,31,"A"
"4338",1900,401,"C"
"4339",1865,446,"C"
"4340",1796,756,"D"
"4341",1492,805,"E"
"4342",928,954,"E"
"4343",2339,370,"B"
"4344",1197,944,"E"
"4345",1723,759,"D"
"4346",1959,600,"C"
"4347",1507,984,"E"
"4348",1626,690,"D"
"4349",2637,172,"A"
"4350",1596,629,"D"
"4351",1369,932,"E"
"4352",2058,511,"C"
"4353",1768,760,"D"
"4354",1816,678,"D"
"4355",1908,468,"C"
"4356",1756,800,"D"
"4357",2634,56,"A"
"4358",2247,399,"B"
"4359",1874,448,"C"
"4360",2372,398,"B"
"4361",2426,80,"A"
"4362",2306,349,"B"
"4363",2477,198,"A"
"4364",3013,105,"A"
"4365",1754,666,"D"
"4366",939,801,"E"
"4367",2271,238,"B"
"4368",2138,251,"B"
"4369",2802,153,"A"
"4370",2128,286,"B"
"4371",2518,106,"A"
"4372",2813,87,"A"
"4373",2542,73,"A"
"4374",1135,877,"E"
"4375",1808,702,"D"
"4376",2634,88,"A"
"4377",2324,351,"B"
"4378",1912,411,"C"
"4379",1857,628,"D"
"4380",1367,974,"E"
"4381",734,931,"E"
"4382",2305,263,"B"
"4383",2186,209,"B"
"4384",1984,540,"C"
"4385",2957,121,"A"
"4386",2029,432,"C"
"4387",1879,537,"C"
"4388",1391,843,"E"
"4389",1770,781,"D"
"4390",2192,365,"B"
"4391",1035,928,"E"
"4392",1590,798,"D"
"4393",2478,64,"A"
"4394",2294,379,"B"
"4395",1466,882,"E"
"4396",1388,817,"E"
"4397",2502,25,"A"
"4398",2031,463,"C"
"4399",1879,438,"C"
"4400",2179,332,"B"
"4401",1714,623,"D"
"4402",2700,9,"A"
"4403",1493,882,"E"
"4404",2090,598,"C"
"4405",2492,85,"A"
"4406",1507,802,"E"
"4407",1845,783,"D"
"4408",1884,487,"C"
"4409",1814,681,"D"
"4410",2306,305,"B"
"4411",2319,204,"B"
"4412",1630,746,"D"
"4413",2859,145,"A"
"4414",2125,326,"B"
"4415",1157,998,"E"
"4416",2464,196,"A"
"4417",2327,387,"B"
"4418",1744,790,"D"
"4419",1790,702,"D"
"4420",2267,299,"B"
"4421",2134,342,"B"
"4422",2054,523,"C"
"4423",1660,755,"D"
"4424",1658,619,"D"
"4425",1624,629,"D"
"4426",1960,472,"C"
"4427",2001,428,"C"
"4428",2114,581,"C"
"4429",2341,266,"B"
"4430",2577,103,"A"
"4431",2196,252,"B"
"4432",3077,64,"A"
"4433",2572,135,"A"
"4434",2124,268,"B"
"4435",1878,552,"C"
"4436",966,918,"E"
"4437",2540,134,"A"
"4438",1790,620,"D"
"4439",2832,1,"A"
"4440",1832,707,"D"
"4441",1801,706,"D"
"4442",2159,339,"B"
"4443",2305,329,"B"
"4444",2117,593,"C"
"4445",2219,290,"B"
"4446",1538,811,"E"
"4447",1156,956,"E"
"4448",2440,79,"A"
"4449",1850,666,"D"
"4450",2410,204,"B"
"4451",638,988,"E"
"4452",2409,320,"B"
"4453",2513,110,"A"
"4454",2319,311,"B"
"4455",1428,854,"E"
"4456",2169,375,"B"
"4457",1706,673,"D"
"4458",1967,402,"C"
"4459",1950,527,"C"
"4460",2047,468,"C"
"4461",1715,746,"D"
"4462",2055,586,"C"
"4463",2375,213,"B"
"4464",2709,121,"A"
"4465",2531,128,"A"
"4466",2815,147,"A"
"4467",1932,597,"C"
"4468",2400,365,"B"
"4469",3197,100,"A"
"4470",2366,313,"B"
"4471",2019,588,"C"
"4472",1743,688,"D"
"4473",2410,244,"B"
"4474",2478,83,"A"
"4475",1625,621,"D"
"4476",995,813,"E"
"4477",1883,587,"C"
"4478",2315,375,"B"
"4479",2149,238,"B"
"4480",2053,462,"C"
"4481",2603,115,"A"
"4482",1535,992,"E"
"4483",664,828,"E"
"4484",1183,808,"E"
"4485",1546,877,"E"
"4486",1846,757,"D"
"4487",1714,774,"D"
"4488",1934,590,"C"
"4489",1271,918,"E"
"4490",2190,277,"B"
"4491",2692,84,"A"
"4492",1755,790,"D"
"4493",1427,863,"E"
"4494",2515,32,"A"
"4495",1710,727,"D"
"4496",960,836,"E"
"4497",1243,822,"E"
"4498",1096,891,"E"
"4499",2663,166,"A"
"4500",2391,255,"B"
"4501",1955,560,"C"
"4502",2750,199,"A"
"4503",1814,700,"D"
"4504",2323,259,"B"
"4505",2127,364,"B"
"4506",1250,861,"E"
"4507",2087,471,"C"
"4508",1607,794,"D"
"4509",1926,575,"C"
"4510",1390,956,"E"
"4511",2203,377,"B"
"4512",1457,939,"E"
"4513",2612,85,"A"
"4514",1308,881,"E"
"4515",2365,355,"B"
"4516",2038,461,"C"
"4517",2537,15,"A"
"4518",2223,395,"B"
"4519",1769,603,"D"
"4520",2175,395,"B"
"4521",1883,563,"C"
"4522",2641,20,"A"
"4523",1233,943,"E"
"4524",1912,446,"C"
"4525",2107,480,"C"
"4526",1006,913,"E"
"4527",1570,803,"E"
"4528",2269,268,"B"
"4529",1602,742,"D"
"4530",1841,770,"D"
"4531",2138,341,"B"
"4532",1778,794,"D"
"4533",2310,379,"B"
"4534",1921,405,"C"
"4535",1753,725,"D"
"4536",2515,117,"A"
"4537",1043,841,"E"
"4538",1729,799,"D"
"4539",2357,352,"B"
"4540",1859,747,"D"
"4541",1170,876,"E"
"4542",2169,229,"B"
"4543",1812,718,"D"
"4544",2238,292,"B"
"4545",2020,595,"C"
"4546",1650,749,"D"
"4547",2181,275,"B"
"4548",1168,898,"E"
"4549",2083,578,"C"
"4550",2569,134,"A"
"4551",1904,574,"C"
"4552",2311,389,"B"
"4553",1847,603,"D"
"4554",2348,325,"B"
"4555",1155,976,"E"
"4556",2242,221,"B"
"4557",2618,132,"A"
"4558",2223,397,"B"
"4559",2038,489,"C"
"4560",1690,654,"D"
"4561",1969,477,"C"
"4562",1202,967,"E"
"4563",3318,69,"A"
"4564",1463,814,"E"
"4565",2088,517,"C"
"4566",2856,56,"A"
"4567",1743,794,"D"
"4568",3164,193,"A"
"4569",2132,388,"B"
"4570",1783,776,"D"
"4571",1179,869,"E"
"4572",1325,975,"E"
"4573",1175,892,"E"
"4574",2061,594,"C"
"4575",1450,852,"E"
"4576",1758,780,"D"
"4577",2781,104,"A"
"4578",2132,269,"B"
"4579",2342,327,"B"
"4580",2808,95,"A"
"4581",2631,57,"A"
"4582",3561,26,"A"
"4583",2151,304,"B"
"4584",1143,886,"E"
"4585",2339,301,"B"
"4586",1418,954,"E"
"4587",2481,18,"A"
"4588",1941,548,"C"
"4589",2188,263,"B"
"4590",2659,183,"A"
"4591",1804,770,"D"
"4592",1713,666,"D"
"4593",2193,330,"B"
"4594",2019,521,"C"
"4595",2334,243,"B"
"4596",1895,573,"C"
"4597",1331,856,"E"
"4598",2329,270,"B"
"4599",3216,118,"A"
"4600",584,912,"E"
"4601",2430,107,"A"
"4602",1498,897,"E"
"4603",3492,124,"A"
"4604",2160,354,"B"
"4605",1961,530,"C"
"4606",2581,36,"A"
"4607",2531,161,"A"
"4608",1335,880,"E"
"4609",2487,109,"A"
"4610",2215,297,"B"
"4611",1628,762,"D"
"4612",2456,21,"A"
"4613",2377,367,"B"
"4614",2190,321,"B"
"4615",2485,38,"A"
"4616",2716,186,"A"
"4617",2215,282,"B"
"4618",3112,104,"A"
"4619",2261,260,"B"
"4620",2146,247,"B"
"4621",3184,185,"A"
"4622",2186,400,"B"
"4623",2355,301,"B"
"4624",1648,789,"D"
"4625",1466,807,"E"
"4626",2074,503,"C"
"4627",2027,505,"C"
"4628",2291,251,"B"
"4629",2145,293,"B"
"4630",1864,440,"C"
"4631",2715,139,"A"
"4632",1630,690,"D"
"4633",2807,88,"A"
"4634",2215,258,"B"
"4635",2939,17,"A"
"4636",2067,541,"C"
"4637",1738,651,"D"
"4638",1739,648,"D"
"4639",1410,832,"E"
"4640",1691,778,"D"
"4641",1509,950,"E"
"4642",1970,562,"C"
"4643",1882,504,"C"
"4644",1400,923,"E"
"4645",2097,434,"C"
"4646",1964,478,"C"
"4647",2015,472,"C"
"4648",2390,239,"B"
"4649",1688,675,"D"
"4650",1872,472,"C"
"4651",2819,19,"A"
"4652",1463,951,"E"
"4653",1163,992,"E"
"4654",1564,850,"E"
"4655",2029,482,"C"
"4656",2697,146,"A"
"4657",2607,197,"A"
"4658",1527,835,"E"
"4659",1028,925,"E"
"4660",1681,759,"D"
"4661",1931,594,"C"
"4662",2318,377,"B"
"4663",2085,597,"C"
"4664",1863,518,"C"
"4665",2753,99,"A"
"4666",1940,452,"C"
"4667",2585,27,"A"
"4668",2779,184,"A"
"4669",2581,93,"A"
"4670",1983,440,"C"
"4671",1754,667,"D"
"4672",1863,403,"C"
"4673",1798,795,"D"
"4674",2446,89,"A"
"4675",1767,702,"D"
"4676",1699,733,"D"
"4677",3184,180,"A"
"4678",1937,438,"C"
"4679",2520,187,"A"
"4680",1716,727,"D"
"4681",1412,860,"E"
"4682",2202,270,"B"
"4683",1551,948,"E"
"4684",2196,374,"B"
"4685",1819,712,"D"
"4686",1644,716,"D"
"4687",2093,459,"C"
"4688",2266,239,"B"
"4689",1595,718,"D"
"4690",1874,533,"C"
"4691",1882,569,"C"
"4692",1545,924,"E"
"4693",1264,989,"E"
"4694",1225,867,"E"
"4695",2271,214,"B"
"4696",1675,702,"D"
"4697",2932,139,"A"
"4698",2035,415,"C"
"4699",1934,553,"C"
"4700",2396,203,"B"
"4701",2488,112,"A"
"4702",1351,970,"E"
"4703",1587,732,"D"
"4704",1160,947,"E"
"4705",1704,756,"D"
"4706",1139,812,"E"
"4707",1607,623,"D"
"4708",1656,725,"D"
"4709",2312,314,"B"
"4710",3026,66,"A"
"4711",1880,594,"C"
"4712",2008,420,"C"
"4713",1510,814,"E"
"4714",1406,891,"E"
"4715",1767,732,"D"
"4716",1988,492,"C"
"4717",2787,25,"A"
"4718",2574,101,"A"
"4719",2130,221,"B"
"4720",1748,644,"D"
"4721",1322,904,"E"
"4722",2872,148,"A"
"4723",2421,65,"A"
"4724",859,810,"E"
"4725",1937,438,"C"
"4726",1930,508,"C"
"4727",2274,325,"B"
"4728",1176,961,"E"
"4729",2206,384,"B"
"4730",1206,918,"E"
"4731",1392,803,"E"
"4732",1284,873,"E"
"4733",2176,240,"B"
"4734",2053,512,"C"
"4735",1933,405,"C"
"4736",1777,643,"D"
"4737",2091,417,"C"
"4738",1698,790,"D"
"4739",1627,796,"D"
"4740",2062,448,"C"
"4741",2180,271,"B"
"4742",1787,743,"D"
"4743",1288,922,"E"
"4744",915,869,"E"
"4745",1280,918,"E"
"4746",1990,413,"C"
"4747",2480,61,"A"
"4748",2377,317,"B"
"4749",2040,563,"C"
"4750",1789,756,"D"
"4751",1882,479,"C"
"4752",1932,458,"C"
"4753",2485,151,"A"
"4754",2494,199,"A"
"4755",1038,1000,"E"
"4756",2364,336,"B"
"4757",1664,612,"D"
"4758",2705,101,"A"
"4759",2150,340,"B"
"4760",1963,524,"C"
"4761",1634,642,"D"
"4762",2261,385,"B"
"4763",2885,198,"A"
"4764",2471,130,"A"
