"","matricula","carrera","genero","promedio","edad","peso","altura"
"1719",1719,"ELECTRICA","M",83.38,20,71.7,171.7
"1720",1720,"INFORMATICA","F",84.69,21,58.66,158.66
"1721",1721,"SISTEMAS","F",81.28,20,62.27,162.27
"1722",1722,"ELECTRICA","M",88.57,22,79.56,179.56
"1723",1723,"SISTEMAS","F",91.58,23,60.08,160.08
"1724",1724,"QUIMICA","F",86.79,21,61.15,161.15
"1725",1725,"BIOQUIMICA","M",84.61,21,79.76,179.76
"1726",1726,"ELECTRONICA","M",80.22,19,77.78,177.78
"1727",1727,"ELECTRICA","M",91.16,22,76.52,176.52
"1728",1728,"QUIMICA","F",88.4,22,55.02,155.02
"1729",1729,"MECANICA","F",85.86,21,59.59,159.59
"1730",1730,"SISTEMAS","F",90.17,22,61.12,161.12
"1731",1731,"TIC","F",90.5,22,58.69,158.69
"1732",1732,"ARQUITECTURA","M",84.4,21,81.76,181.76
"1733",1733,"INDUSTRIAL","M",81.75,20,82.48,182.48
"1734",1734,"MECATRONICA","F",89.34,22,60.9,160.9
"1735",1735,"ARQUITECTURA","M",88.4,22,72.78,172.78
"1736",1736,"MECATRONICA","F",84.26,20,59.54,159.54
"1737",1737,"INFORMATICA","F",96.93,24,60.59,160.59
"1738",1738,"INDUSTRIAL","F",77.17,18,60.25,160.25
"1739",1739,"ELECTRONICA","M",85.97,21,82.02,182.02
"1740",1740,"ARQUITECTURA","M",89.94,22,79.42,179.42
"1741",1741,"QUIMICA","F",91.13,22,61.36,161.36
"1742",1742,"QUIMICA","F",89.38,22,58.29,158.29
"1743",1743,"MECANICA","F",86.51,21,61.49,161.49
"1744",1744,"ELECTRONICA","M",88.73,22,79.91,179.91
"1745",1745,"CIVIL","M",87.93,22,79.33,179.33
"1746",1746,"ADMINISTRACION","M",85.91,21,88.11,188.11
"1747",1747,"ELECTRICA","M",82.96,20,77.9,177.9
"1748",1748,"TIC","F",90.21,22,65.1,165.1
"1749",1749,"CIVIL","M",84.78,21,81.59,181.59
"1750",1750,"ELECTRONICA","M",84.98,21,80.62,180.62
"1751",1751,"INFORMATICA","F",86.88,21,61.13,161.13
"1752",1752,"INFORMATICA","F",86.04,21,56.83,156.83
"1753",1753,"INFORMATICA","F",79.16,19,64.15,164.15
"1754",1754,"BIOQUIMICA","M",84.52,21,86.96,186.96
"1755",1755,"SISTEMAS","F",88.12,22,59.73,159.73
"1756",1756,"ARQUITECTURA","M",90.26,22,77,177
"1757",1757,"MECANICA","F",81.6,20,57.46,157.46
"1758",1758,"ELECTRONICA","M",83.75,20,77.88,177.88
"1759",1759,"ELECTRICA","M",77.54,19,77.86,177.86
"1760",1760,"SISTEMAS","F",89.45,22,60.74,160.74
"1761",1761,"BIOQUIMICA","M",86.02,21,78.68,178.68
"1762",1762,"INDUSTRIAL","M",88.74,22,68.39,168.39
"1763",1763,"MECATRONICA","F",84.05,20,57.7,157.7
"1764",1764,"INDUSTRIAL","F",86.74,21,59.05,159.05
"1765",1765,"INDUSTRIAL","M",89.38,22,82.92,182.92
"1766",1766,"INFORMATICA","F",85.19,21,58.46,158.46
"1767",1767,"INFORMATICA","F",88.94,22,57.49,157.49
"1768",1768,"MECANICA","F",88.27,22,62.88,162.88
"1769",1769,"TIC","F",80.49,19,62.16,162.16
"1770",1770,"ELECTRONICA","M",87.07,21,75.51,175.51
"1771",1771,"QUIMICA","F",77.39,19,60.34,160.34
"1772",1772,"ELECTRICA","M",85.04,21,73.77,173.77
"1773",1773,"BIOQUIMICA","M",84.09,20,82.74,182.74
"1774",1774,"CIVIL","M",89.03,22,73.61,173.61
"1775",1775,"QUIMICA","F",87.02,21,58.24,158.24
"1776",1776,"ADMINISTRACION","M",83.93,20,82.37,182.37
"1777",1777,"BIOQUIMICA","M",85.46,21,76.45,176.45
"1778",1778,"ARQUITECTURA","M",86.64,21,81.4,181.4
"1779",1779,"INFORMATICA","F",82.49,20,61.62,161.62
"1780",1780,"BIOQUIMICA","M",83.64,20,77.81,177.81
"1781",1781,"INFORMATICA","F",81.7,20,60.66,160.66
"1782",1782,"BIOQUIMICA","M",80.68,19,82.07,182.07
"1783",1783,"ELECTRONICA","M",84.18,20,78.21,178.21
"1784",1784,"ELECTRICA","M",85.94,21,80.7,180.7
"1785",1785,"TIC","F",80.57,19,57.39,157.39
"1786",1786,"ADMINISTRACION","M",87.62,21,81.01,181.01
"1787",1787,"CIVIL","M",83.69,20,77.08,177.08
"1788",1788,"BIOQUIMICA","M",87.08,21,80.31,180.31
"1789",1789,"MECATRONICA","F",86.49,21,59.19,159.19
"1790",1790,"QUIMICA","F",84.7,21,58.01,158.01
"1791",1791,"INDUSTRIAL","M",79.26,19,85.69,185.69
"1792",1792,"MECANICA","F",80.47,19,60.46,160.46
"1793",1793,"BIOQUIMICA","M",77.2,18,84.78,184.78
"1794",1794,"INFORMATICA","F",90.72,22,59.61,159.61
"1795",1795,"TIC","F",84.75,21,58.09,158.09
"1796",1796,"INDUSTRIAL","M",92.71,23,78.57,178.57
"1797",1797,"ARQUITECTURA","M",80.96,20,80.24,180.24
"1798",1798,"BIOQUIMICA","M",91.13,22,86.98,186.98
"1799",1799,"CIVIL","M",89.73,22,79.1,179.1
"1800",1800,"CIVIL","M",83.38,20,83.76,183.76
"1801",1801,"ARQUITECTURA","M",88.47,22,78.71,178.71
"1802",1802,"ELECTRICA","M",88.01,22,83.15,183.15
"1803",1803,"INFORMATICA","F",85.49,21,57.83,157.83
"1804",1804,"INDUSTRIAL","F",91.22,23,61.7,161.7
"1805",1805,"INFORMATICA","F",85.03,21,60.19,160.19
"1806",1806,"INDUSTRIAL","M",93.02,23,76.94,176.94
"1807",1807,"ADMINISTRACION","M",81.86,20,83.18,183.18
"1808",1808,"QUIMICA","F",90.55,22,59.51,159.51
"1809",1809,"MECATRONICA","F",84.18,20,58.06,158.06
"1810",1810,"ELECTRICA","M",87.23,21,75.35,175.35
"1811",1811,"ADMINISTRACION","M",85.75,21,86.81,186.81
"1812",1812,"BIOQUIMICA","M",85.54,21,85.04,185.04
"1813",1813,"MECATRONICA","F",85.69,21,59.95,159.95
"1814",1814,"ARQUITECTURA","M",89.18,22,85.48,185.48
"1815",1815,"INFORMATICA","F",86.11,21,60.75,160.75
"1816",1816,"ADMINISTRACION","M",90.71,22,76.71,176.71
"1817",1817,"MECATRONICA","F",86.39,21,61.08,161.08
"1818",1818,"QUIMICA","F",86.6,21,59.26,159.26
"1819",1819,"BIOQUIMICA","M",85.81,21,82.91,182.91
"1820",1820,"MECANICA","F",84.53,21,59.2,159.2
"1821",1821,"INDUSTRIAL","F",86.72,21,62.64,162.64
"1822",1822,"SISTEMAS","F",89.44,22,62.01,162.01
"1823",1823,"ELECTRICA","M",88.82,22,79.21,179.21
"1824",1824,"INFORMATICA","F",89.45,22,61.48,161.48
"1825",1825,"ARQUITECTURA","M",92,23,74.16,174.16
"1826",1826,"INFORMATICA","F",87.24,21,58.59,158.59
"1827",1827,"INFORMATICA","F",86.54,21,61.17,161.17
"1828",1828,"ELECTRONICA","M",91.38,23,77.35,177.35
"1829",1829,"QUIMICA","F",85.78,21,54.6,154.6
"1830",1830,"MECATRONICA","F",82.51,20,59.29,159.29
"1831",1831,"CIVIL","M",82.91,20,79.08,179.08
"1832",1832,"QUIMICA","F",83.73,20,58.65,158.65
"1833",1833,"ELECTRONICA","M",81.03,20,74.62,174.62
"1834",1834,"SISTEMAS","F",90.91,22,60.97,160.97
"1835",1835,"MECATRONICA","F",83.94,20,62.4,162.4
"1836",1836,"ELECTRONICA","M",89.88,22,81.39,181.39
"1837",1837,"INDUSTRIAL","F",94.26,23,61.43,161.43
"1838",1838,"INFORMATICA","F",84.6,21,62.65,162.65
"1839",1839,"QUIMICA","F",87.28,21,60.43,160.43
"1840",1840,"ARQUITECTURA","M",84.01,20,82.73,182.73
"1841",1841,"SISTEMAS","F",96.11,24,59.94,159.94
"1842",1842,"TIC","F",82.26,20,56.81,156.81
"1843",1843,"QUIMICA","F",90.08,22,59.66,159.66
"1844",1844,"QUIMICA","F",89.01,22,59.7,159.7
"1845",1845,"MECANICA","F",89.23,22,64.95,164.95
"1846",1846,"ARQUITECTURA","M",89.55,22,77.91,177.91
"1847",1847,"ADMINISTRACION","M",88.12,22,81.99,181.99
"1848",1848,"INDUSTRIAL","M",88.11,22,79.14,179.14
"1849",1849,"MECANICA","F",82.91,20,58.4,158.4
"1850",1850,"BIOQUIMICA","M",87.57,21,79.38,179.38
"1851",1851,"BIOQUIMICA","M",84.7,21,84.15,184.15
"1852",1852,"ADMINISTRACION","M",95.84,24,80.04,180.04
"1853",1853,"BIOQUIMICA","M",88.54,22,76.44,176.44
"1854",1854,"TIC","F",88.91,22,61.92,161.92
"1855",1855,"ELECTRONICA","M",78.31,19,80.99,180.99
"1856",1856,"TIC","F",81.4,20,60.75,160.75
"1857",1857,"SISTEMAS","F",82.62,20,60.59,160.59
"1858",1858,"QUIMICA","F",83.97,20,60.71,160.71
"1859",1859,"MECANICA","F",84.03,20,59.32,159.32
"1860",1860,"MECANICA","F",88.23,22,61.16,161.16
"1861",1861,"SISTEMAS","F",85.18,21,57.4,157.4
"1862",1862,"ARQUITECTURA","M",84.97,21,84.03,184.03
"1863",1863,"SISTEMAS","F",90.12,22,58.99,158.99
"1864",1864,"MECANICA","F",78.69,19,60.26,160.26
"1865",1865,"ELECTRONICA","M",85.75,21,84.3,184.3
"1866",1866,"CIVIL","M",88.99,22,76.65,176.65
"1867",1867,"ARQUITECTURA","M",89.72,22,80.12,180.12
"1868",1868,"ELECTRONICA","M",85.29,21,81.84,181.84
"1869",1869,"SISTEMAS","F",84.5,21,61.33,161.33
"1870",1870,"INFORMATICA","F",85.37,21,59.21,159.21
"1871",1871,"QUIMICA","F",84.51,21,57.71,157.71
"1872",1872,"INDUSTRIAL","F",84.53,21,61.37,161.37
"1873",1873,"INDUSTRIAL","F",81.31,20,57.92,157.92
"1874",1874,"SISTEMAS","F",85.32,21,59.99,159.99
"1875",1875,"ADMINISTRACION","M",86.81,21,80.71,180.71
"1876",1876,"CIVIL","M",84.07,20,80.63,180.63
"1877",1877,"ELECTRICA","M",82.14,20,80.56,180.56
"1878",1878,"CIVIL","M",80.35,19,80.9,180.9
"1879",1879,"BIOQUIMICA","M",84.66,21,80.76,180.76
"1880",1880,"INFORMATICA","F",91.97,23,61.4,161.4
"1881",1881,"INDUSTRIAL","M",84.07,20,75.55,175.55
"1882",1882,"SISTEMAS","F",83.79,20,61.28,161.28
"1883",1883,"MECATRONICA","F",95.64,24,62.99,162.99
"1884",1884,"ELECTRICA","M",79.22,19,78.54,178.54
"1885",1885,"SISTEMAS","F",86.49,21,59.57,159.57
"1886",1886,"CIVIL","M",88.3,22,73.41,173.41
"1887",1887,"INFORMATICA","F",84.34,21,55.73,155.73
"1888",1888,"BIOQUIMICA","M",90.1,22,84.46,184.46
"1889",1889,"BIOQUIMICA","M",88.79,22,81.67,181.67
"1890",1890,"BIOQUIMICA","M",86.18,21,82.04,182.04
"1891",1891,"SISTEMAS","F",81.96,20,62.02,162.02
"1892",1892,"ELECTRONICA","M",87.12,21,79.23,179.23
"1893",1893,"TIC","F",84.89,21,63.14,163.14
"1894",1894,"ADMINISTRACION","M",82.93,20,83.47,183.47
"1895",1895,"QUIMICA","F",86.52,21,58.74,158.74
"1896",1896,"MECATRONICA","F",88.01,22,60.69,160.69
"1897",1897,"ELECTRICA","M",85.73,21,81.56,181.56
"1898",1898,"ARQUITECTURA","M",88.94,22,75.54,175.54
"1899",1899,"MECANICA","F",77.3,18,60.24,160.24
"1900",1900,"ELECTRONICA","M",88.56,22,81.29,181.29
"1901",1901,"TIC","F",84.02,20,58.12,158.12
"1902",1902,"ARQUITECTURA","M",86.99,21,81.41,181.41
"1903",1903,"ELECTRONICA","M",89.98,22,78.84,178.84
"1904",1904,"TIC","F",86.48,21,61.21,161.21
"1905",1905,"MECATRONICA","F",86.31,21,58.19,158.19
"1906",1906,"CIVIL","M",76.89,18,78.47,178.47
"1907",1907,"INFORMATICA","F",81.78,20,57.74,157.74
"1908",1908,"TIC","F",88.6,22,60.27,160.27
"1909",1909,"ELECTRONICA","M",81.1,20,74.64,174.64
"1910",1910,"ELECTRICA","M",85.61,21,80.54,180.54
"1911",1911,"INFORMATICA","F",87.05,21,58.48,158.48
"1912",1912,"ELECTRONICA","M",84.77,21,77.76,177.76
"1913",1913,"SISTEMAS","F",83.05,20,57.73,157.73
"1914",1914,"ADMINISTRACION","M",80.94,20,81.05,181.05
"1915",1915,"MECANICA","F",86.92,21,62.24,162.24
"1916",1916,"ARQUITECTURA","M",79.39,19,79.03,179.03
"1917",1917,"ELECTRICA","M",82.79,20,76.83,176.83
"1918",1918,"QUIMICA","F",85.61,21,62.89,162.89
"1919",1919,"ARQUITECTURA","M",82.66,20,75.76,175.76
"1920",1920,"ADMINISTRACION","M",85.44,21,79.88,179.88
"1921",1921,"BIOQUIMICA","M",88.98,22,79.33,179.33
"1922",1922,"QUIMICA","F",86.06,21,61.55,161.55
"1923",1923,"INDUSTRIAL","M",86.48,21,79.85,179.85
"1924",1924,"MECANICA","F",91.54,23,62.03,162.03
"1925",1925,"ARQUITECTURA","M",85.61,21,84.33,184.33
"1926",1926,"CIVIL","M",86.99,21,81.92,181.92
"1927",1927,"QUIMICA","F",79.13,19,58.26,158.26
"1928",1928,"MECATRONICA","F",86.11,21,62.02,162.02
"1929",1929,"ARQUITECTURA","M",83.37,20,79.59,179.59
"1930",1930,"SISTEMAS","F",81.76,20,59.86,159.86
"1931",1931,"ADMINISTRACION","M",89.47,22,80.11,180.11
"1932",1932,"ELECTRONICA","M",85.93,21,83.12,183.12
"1933",1933,"QUIMICA","F",89.27,22,64.92,164.92
"1934",1934,"INFORMATICA","F",82.85,20,61.32,161.32
"1935",1935,"ARQUITECTURA","M",77.68,19,78.57,178.57
"1936",1936,"QUIMICA","F",86.56,21,60.29,160.29
"1937",1937,"SISTEMAS","F",89.27,22,60.61,160.61
"1938",1938,"ADMINISTRACION","M",94.81,24,84.06,184.06
"1939",1939,"ELECTRICA","M",89.07,22,78.69,178.69
"1940",1940,"INDUSTRIAL","M",89.67,22,81.19,181.19
"1941",1941,"MECANICA","F",83.87,20,58.76,158.76
"1942",1942,"SISTEMAS","F",87.22,21,59.69,159.69
"1943",1943,"SISTEMAS","F",84.35,21,61.09,161.09
"1944",1944,"ADMINISTRACION","M",87.46,21,74.1,174.1
"1945",1945,"BIOQUIMICA","M",81.9,20,83.05,183.05
"1946",1946,"ARQUITECTURA","M",84.67,21,79.32,179.32
"1947",1947,"CIVIL","M",80.94,20,78.82,178.82
"1948",1948,"TIC","F",86.16,21,56.96,156.96
"1949",1949,"ARQUITECTURA","M",87.57,21,80.33,180.33
"1950",1950,"BIOQUIMICA","M",86.2,21,82.88,182.88
"1951",1951,"BIOQUIMICA","M",83.79,20,83.79,183.79
"1952",1952,"ADMINISTRACION","M",85.17,21,74.65,174.65
"1953",1953,"MECANICA","F",80.31,19,59.48,159.48
"1954",1954,"INDUSTRIAL","M",85.23,21,79.01,179.01
"1955",1955,"MECATRONICA","F",79.85,19,61.06,161.06
"1956",1956,"CIVIL","M",85.95,21,83.97,183.97
"1957",1957,"QUIMICA","F",92.07,23,58.43,158.43
"1958",1958,"CIVIL","M",88.44,22,81.93,181.93
"1959",1959,"INDUSTRIAL","F",91.13,22,57.56,157.56
"1960",1960,"ADMINISTRACION","M",90.69,22,77.45,177.45
"1961",1961,"MECANICA","F",84.86,21,63.37,163.37
"1962",1962,"BIOQUIMICA","M",87.26,21,79,179
"1963",1963,"INDUSTRIAL","F",79.67,19,55.74,155.74
"1964",1964,"SISTEMAS","F",89.1,22,59.83,159.83
"1965",1965,"ELECTRICA","M",83.51,20,80.81,180.81
"1966",1966,"MECANICA","F",89.26,22,57.02,157.02
"1967",1967,"SISTEMAS","F",79.52,19,65.08,165.08
"1968",1968,"CIVIL","M",89.97,22,80.46,180.46
"1969",1969,"MECANICA","F",84.26,20,59.03,159.03
"1970",1970,"QUIMICA","F",90.94,22,57.56,157.56
"1971",1971,"INFORMATICA","F",85.93,21,58.02,158.02
"1972",1972,"QUIMICA","F",83.79,20,61.92,161.92
"1973",1973,"BIOQUIMICA","M",87.73,21,78.77,178.77
"1974",1974,"BIOQUIMICA","M",85.8,21,85.34,185.34
"1975",1975,"INDUSTRIAL","M",83.83,20,76,176
"1976",1976,"ELECTRONICA","M",82.9,20,79.53,179.53
"1977",1977,"SISTEMAS","F",94.35,23,56.29,156.29
"1978",1978,"ARQUITECTURA","M",82.71,20,78.94,178.94
"1979",1979,"MECATRONICA","F",87.94,22,62.94,162.94
"1980",1980,"SISTEMAS","F",85.27,21,59.45,159.45
"1981",1981,"ELECTRICA","M",82.47,20,82.75,182.75
"1982",1982,"MECATRONICA","F",81.18,20,62.1,162.1
"1983",1983,"CIVIL","M",80.84,20,81.54,181.54
"1984",1984,"ELECTRICA","M",81.13,20,78.77,178.77
"1985",1985,"MECATRONICA","F",80.82,20,60.89,160.89
"1986",1986,"ELECTRONICA","M",88.38,22,83.22,183.22
"1987",1987,"TIC","F",85.18,21,59.37,159.37
"1988",1988,"INDUSTRIAL","F",92.93,23,60.51,160.51
"1989",1989,"INFORMATICA","F",88.19,22,56.46,156.46
"1990",1990,"SISTEMAS","F",91.71,23,60.28,160.28
"1991",1991,"ELECTRICA","M",87.74,22,80.1,180.1
"1992",1992,"BIOQUIMICA","M",88.93,22,85.3,185.3
"1993",1993,"BIOQUIMICA","M",87.62,21,79.73,179.73
"1994",1994,"TIC","F",84.61,21,62.34,162.34
"1995",1995,"ELECTRICA","M",89.2,22,81.22,181.22
"1996",1996,"SISTEMAS","F",85.97,21,63.12,163.12
"1997",1997,"ARQUITECTURA","M",89.58,22,80.9,180.9
"1998",1998,"CIVIL","M",83.23,20,77.12,177.12
"1999",1999,"CIVIL","M",89.48,22,78.35,178.35
"2000",2000,"ELECTRONICA","M",84.92,21,78.06,178.06
"2001",2001,"TIC","F",82.93,20,63.48,163.48
"2002",2002,"QUIMICA","F",79.34,19,58.37,158.37
"2003",2003,"TIC","F",91.61,23,56.64,156.64
"2004",2004,"ELECTRONICA","M",87.8,22,78.21,178.21
"2005",2005,"BIOQUIMICA","M",85.81,21,73.35,173.35
"2006",2006,"ADMINISTRACION","M",88.41,22,81.68,181.68
"2007",2007,"INFORMATICA","F",86.19,21,63.62,163.62
"2008",2008,"ARQUITECTURA","M",81.46,20,83.75,183.75
"2009",2009,"INDUSTRIAL","F",78.65,19,64.2,164.2
"2010",2010,"INDUSTRIAL","M",85.28,21,78.56,178.56
"2011",2011,"ARQUITECTURA","M",84.92,21,82.12,182.12
"2012",2012,"INFORMATICA","F",82.33,20,57.13,157.13
"2013",2013,"SISTEMAS","F",87.45,21,59.11,159.11
"2014",2014,"INFORMATICA","F",84.91,21,59.73,159.73
"2015",2015,"ARQUITECTURA","M",88.86,22,76.97,176.97
"2016",2016,"ELECTRONICA","M",90.47,22,81.32,181.32
"2017",2017,"ADMINISTRACION","M",83.83,20,79.66,179.66
"2018",2018,"ARQUITECTURA","M",82.97,20,79.05,179.05
"2019",2019,"SISTEMAS","F",86.5,21,60.69,160.69
"2020",2020,"ELECTRICA","M",90.94,22,80.81,180.81
"2021",2021,"CIVIL","M",79.99,19,80.56,180.56
"2022",2022,"SISTEMAS","F",83.1,20,57.6,157.6
"2023",2023,"ELECTRONICA","M",83.52,20,80.33,180.33
"2024",2024,"ARQUITECTURA","M",87.3,21,76.17,176.17
"2025",2025,"ARQUITECTURA","M",94.26,23,81.36,181.36
"2026",2026,"MECATRONICA","F",84.39,21,55.05,155.05
"2027",2027,"ARQUITECTURA","M",84.52,21,88.66,188.66
"2028",2028,"ARQUITECTURA","M",80.1,19,80.84,180.84
"2029",2029,"MECANICA","F",82.39,20,56.6,156.6
"2030",2030,"ELECTRONICA","M",88.66,22,79.98,179.98
"2031",2031,"ELECTRONICA","M",83.42,20,72.28,172.28
"2032",2032,"ADMINISTRACION","M",84.31,21,80.95,180.95
"2033",2033,"CIVIL","M",84.78,21,72.84,172.84
"2034",2034,"SISTEMAS","F",85.78,21,59.06,159.06
"2035",2035,"ADMINISTRACION","M",91.61,23,79.61,179.61
"2036",2036,"CIVIL","M",90.32,22,78.8,178.8
"2037",2037,"ADMINISTRACION","M",92.96,23,77.35,177.35
"2038",2038,"MECANICA","F",79.58,19,61.52,161.52
"2039",2039,"QUIMICA","F",84.4,21,61.84,161.84
"2040",2040,"BIOQUIMICA","M",89.61,22,74.88,174.88
"2041",2041,"ELECTRICA","M",84.95,21,79.71,179.71
"2042",2042,"ADMINISTRACION","M",87.1,21,76.35,176.35
"2043",2043,"SISTEMAS","F",83.75,20,58.36,158.36
"2044",2044,"ARQUITECTURA","M",79.53,19,82.74,182.74
"2045",2045,"SISTEMAS","F",81.82,20,56.34,156.34
"2046",2046,"ADMINISTRACION","M",92.57,23,81.98,181.98
"2047",2047,"SISTEMAS","F",85.09,21,58.58,158.58
"2048",2048,"ELECTRICA","M",92.19,23,80.26,180.26
"2049",2049,"MECANICA","F",89,22,63.1,163.1
"2050",2050,"TIC","F",88.43,22,60.28,160.28
"2051",2051,"ADMINISTRACION","M",91.62,23,77.53,177.53
"2052",2052,"MECATRONICA","F",80.49,19,62.02,162.02
"2053",2053,"BIOQUIMICA","M",83.89,20,77.95,177.95
"2054",2054,"CIVIL","M",84.91,21,84.42,184.42
"2055",2055,"SISTEMAS","F",82.81,20,62.6,162.6
"2056",2056,"INFORMATICA","F",85.11,21,60.97,160.97
"2057",2057,"ADMINISTRACION","M",78.78,19,80.92,180.92
"2058",2058,"BIOQUIMICA","M",81.09,20,79.12,179.12
"2059",2059,"MECATRONICA","F",88.12,22,55.95,155.95
"2060",2060,"CIVIL","M",86.84,21,84.09,184.09
"2061",2061,"CIVIL","M",90.52,22,80.24,180.24
"2062",2062,"INFORMATICA","F",84.84,21,58.28,158.28
"2063",2063,"ELECTRICA","M",84.67,21,78.45,178.45
"2064",2064,"QUIMICA","F",84.54,21,57.79,157.79
"2065",2065,"BIOQUIMICA","M",82.68,20,80.09,180.09
"2066",2066,"INFORMATICA","F",86.86,21,58.2,158.2
"2067",2067,"ELECTRONICA","M",81.92,20,71.26,171.26
"2068",2068,"INFORMATICA","F",87.72,21,59.62,159.62
"2069",2069,"SISTEMAS","F",85.38,21,55.95,155.95
"2070",2070,"ARQUITECTURA","M",88.68,22,79.29,179.29
"2071",2071,"MECANICA","F",90.32,22,57.98,157.98
"2072",2072,"TIC","F",84.56,21,61.36,161.36
"2073",2073,"ELECTRONICA","M",84.51,21,80.02,180.02
"2074",2074,"TIC","F",85.84,21,63.19,163.19
"2075",2075,"SISTEMAS","F",83.72,20,59.74,159.74
"2076",2076,"ARQUITECTURA","M",91.55,23,74.44,174.44
"2077",2077,"QUIMICA","F",85.78,21,60,160
"2078",2078,"INDUSTRIAL","M",89.01,22,83.29,183.29
"2079",2079,"INDUSTRIAL","M",87.31,21,79.5,179.5
"2080",2080,"BIOQUIMICA","M",90.9,22,81.7,181.7
"2081",2081,"MECANICA","F",85.28,21,59.89,159.89
"2082",2082,"INFORMATICA","F",76.72,18,60.7,160.7
"2083",2083,"INFORMATICA","F",88.11,22,61.06,161.06
"2084",2084,"ELECTRICA","M",82.42,20,79.04,179.04
"2085",2085,"BIOQUIMICA","M",87.72,21,77.28,177.28
"2086",2086,"TIC","F",82.63,20,56.48,156.48
"2087",2087,"BIOQUIMICA","M",85.67,21,77.89,177.89
"2088",2088,"INFORMATICA","F",84.08,20,61.26,161.26
"2089",2089,"QUIMICA","F",85.15,21,64.21,164.21
"2090",2090,"INDUSTRIAL","F",83.73,20,60.3,160.3
"2091",2091,"SISTEMAS","F",82.59,20,56.59,156.59
"2092",2092,"MECANICA","F",86.68,21,61.38,161.38
"2093",2093,"SISTEMAS","F",81.79,20,57.41,157.41
"2094",2094,"ARQUITECTURA","M",85.01,21,79.51,179.51
"2095",2095,"INFORMATICA","F",84.96,21,60.9,160.9
"2096",2096,"ADMINISTRACION","M",83.79,20,81.65,181.65
"2097",2097,"MECANICA","F",92.04,23,60.45,160.45
"2098",2098,"TIC","F",79.52,19,59.27,159.27
"2099",2099,"INFORMATICA","F",86.11,21,58.26,158.26
"2100",2100,"INFORMATICA","F",81.81,20,62.2,162.2
"2101",2101,"INDUSTRIAL","F",81.35,20,58.6,158.6
"2102",2102,"MECANICA","F",85.84,21,56.81,156.81
"2103",2103,"INFORMATICA","F",93.58,23,60.28,160.28
"2104",2104,"ADMINISTRACION","M",90.93,22,78.18,178.18
"2105",2105,"BIOQUIMICA","M",86.63,21,80.31,180.31
"2106",2106,"QUIMICA","F",83.74,20,62.52,162.52
"2107",2107,"QUIMICA","F",93.08,23,60.18,160.18
"2108",2108,"CIVIL","M",85.19,21,80.45,180.45
"2109",2109,"SISTEMAS","F",82.91,20,58.55,158.55
"2110",2110,"MECANICA","F",81.3,20,61.85,161.85
"2111",2111,"ELECTRONICA","M",83.98,20,79.89,179.89
"2112",2112,"ELECTRONICA","M",91.78,23,85.03,185.03
"2113",2113,"TIC","F",89.76,22,59.34,159.34
"2114",2114,"SISTEMAS","F",87.93,22,62.96,162.96
"2115",2115,"CIVIL","M",80.33,19,76.2,176.2
"2116",2116,"BIOQUIMICA","M",85.06,21,77.32,177.32
"2117",2117,"QUIMICA","F",89.78,22,60.73,160.73
"2118",2118,"SISTEMAS","F",84.91,21,56.74,156.74
"2119",2119,"ELECTRICA","M",83.64,20,83.87,183.87
"2120",2120,"SISTEMAS","F",86.18,21,59.62,159.62
"2121",2121,"ARQUITECTURA","M",83.54,20,78.97,178.97
"2122",2122,"BIOQUIMICA","M",84.77,21,81.45,181.45
"2123",2123,"TIC","F",94.3,23,59.05,159.05
"2124",2124,"ARQUITECTURA","M",87.91,22,81.77,181.77
"2125",2125,"TIC","F",90.33,22,60.98,160.98
"2126",2126,"MECANICA","F",86.17,21,61.33,161.33
"2127",2127,"BIOQUIMICA","M",84.42,21,82.16,182.16
"2128",2128,"ARQUITECTURA","M",88.28,22,76.92,176.92
"2129",2129,"ADMINISTRACION","M",80.85,20,84.79,184.79
"2130",2130,"MECATRONICA","F",91.09,22,60.18,160.18
"2131",2131,"ARQUITECTURA","M",85.23,21,79.02,179.02
"2132",2132,"SISTEMAS","F",75.53,18,60.33,160.33
"2133",2133,"ELECTRONICA","M",82.99,20,75.06,175.06
"2134",2134,"SISTEMAS","F",84.57,21,59.45,159.45
"2135",2135,"ARQUITECTURA","M",92.89,23,78.35,178.35
"2136",2136,"ELECTRICA","M",85.73,21,87.86,187.86
"2137",2137,"BIOQUIMICA","M",80.86,20,85.46,185.46
"2138",2138,"QUIMICA","F",85.01,21,60.88,160.88
"2139",2139,"INFORMATICA","F",82.88,20,59.11,159.11
"2140",2140,"ELECTRONICA","M",80.55,19,82.4,182.4
"2141",2141,"SISTEMAS","F",83.68,20,59.7,159.7
"2142",2142,"BIOQUIMICA","M",79.57,19,81.09,181.09
"2143",2143,"BIOQUIMICA","M",95.3,24,76.07,176.07
"2144",2144,"ELECTRICA","M",86.96,21,87.84,187.84
"2145",2145,"ELECTRONICA","M",88.17,22,84.65,184.65
"2146",2146,"ADMINISTRACION","M",82.01,20,80.62,180.62
"2147",2147,"INFORMATICA","F",90.49,22,59.91,159.91
"2148",2148,"ADMINISTRACION","M",87.81,22,77.24,177.24
"2149",2149,"QUIMICA","F",82.75,20,59.95,159.95
"2150",2150,"INFORMATICA","F",85.63,21,59.68,159.68
"2151",2151,"BIOQUIMICA","M",84.62,21,80.14,180.14
"2152",2152,"INDUSTRIAL","F",90.46,22,61.07,161.07
